epoch,overflow,main,assigned_slots,share_assigned_slots,ok,skipped,invalid,delayed,bad_slots_abs,bad_slots_pct_node,effective_stake,stake_share_pct,effective_stake_next,stake_share_next_pct,delivered_slots_share_pct,coinbase_epoch_TKG,fees_epoch_TKR_at_main,reward_epoch_total_value_TKG_only,coinbase_cum_TKG,fees_cum_TKR_at_main,penalty_slots_residual,penalty_score,forced_invalid_slots_planned,forced_invalid_slots_realized,forced_invalid_share_pct_of_invalid,penalty_gained,penalty_recovery,penalty_tol,residual_prev_dbg,residual_next_dbg
33,OV_3,MAIN_3,7215,30.062,7206,0,0,9,9,0.12,323.691299994053,29.9976,324.4118999938721,29.9978,30.025,0.7206,0.0,0.7206,24.4119,0.0,0,0.0,0,0,0.0,0.0,0.0,144.3,0.0,0.0
34,OV_1,MAIN_1,9581,39.921,9553,0,0,28,28,0.29,432.614899991813,40.0032,433.5701999915732,40.0029,39.8042,0.9553,0.0,0.9553,33.5702,0.0,0,0.0,0,0,0.0,0.0,0.0,191.62,0.0,0.0
34,OV_2,MAIN_2,7169,29.871,7160,9,0,0,9,0.13,324.4249999938688,29.999,325.1409999936891,29.9988,29.8333,0.716,0.0,0.716,25.141,0.0,0,0.0,0,0,0.0,0.0,0.0,143.38,0.0,0.0
34,OV_3,MAIN_3,7250,30.208,7246,0,0,4,4,0.06,324.4118999938721,29.9978,325.1364999936902,29.9984,30.1917,0.7246,0.0,0.7246,25.1365,0.0,0,0.0,0,0,0.0,0.0,0.0,145.0,0.0,0.0
35,OV_1,MAIN_1,9617,40.071,9554,37,8,18,63,0.66,433.5701999915732,40.0029,434.52559999133337,40.0027,39.8083,0.9554,0.0,0.9554,34.5256,0.0,0,0.0,0,0,0.0,0.0,0.0,192.34,0.0,0.0
35,OV_2,MAIN_2,7291,30.379,7290,1,0,0,1,0.01,325.1409999936891,29.9988,325.8699999935061,29.9998,30.375,0.729,0.0,0.729,25.87,0.0,0,0.0,0,0,0.0,0.0,0.0,145.82,0.0,0.0
35,OV_3,MAIN_3,7092,29.55,7092,0,0,0,0,0.0,325.1364999936902,29.9984,325.8456999935122,29.9975,29.55,0.7092,0.0,0.7092,25.8457,0.0,0,0.0,0,0,0.0,0.0,0.0,141.84,0.0,0.0
36,OV_1,MAIN_1,9760,40.667,9748,6,6,0,12,0.12,434.52559999133337,40.0027,435.50039999108867,40.0043,40.6167,0.9748,0.0,0.9748,35.5004,0.0,0,0.0,0,0,0.0,0.0,0.0,195.20000000000002,0.0,0.0
36,OV_2,MAIN_2,7109,29.621,7070,25,0,14,39,0.55,325.8699999935061,29.9998,326.5769999933286,29.9988,29.4583,0.707,0.0,0.707,26.577,0.0,0,0.0,0,0,0.0,0.0,0.0,142.18,0.0,0.0
36,OV_3,MAIN_3,7131,29.712,7100,0,6,25,31,0.43,325.8456999935122,29.9975,326.555699993334,29.9969,29.5833,0.71,0.0,0.71,26.5557,0.0,0,0.0,0,0,0.0,0.0,0.0,142.62,0.0,0.0
37,OV_1,MAIN_1,9688,40.367,9667,0,0,21,21,0.22,435.50039999108867,40.0043,436.467099990846,40.0051,40.2792,0.9667,0.0,0.9667,36.4671,0.0,0,0.0,0,0,0.0,0.0,0.0,193.76,0.0,0.0
37,OV_2,MAIN_2,7070,29.458,7061,2,7,0,9,0.13,326.5769999933286,29.9988,327.2830999931514,29.9977,29.4208,0.7061,0.0,0.7061,27.2831,0.0,0,0.0,0,0,0.0,0.0,0.0,141.4,0.0,0.0
37,OV_3,MAIN_3,7242,30.175,7228,0,0,14,14,0.19,326.555699993334,29.9969,327.27849999315254,29.9972,30.1167,0.7228,0.0,0.7228,27.2785,0.0,0,0.0,0,0,0.0,0.0,0.0,144.84,0.0,0.0
38,OV_1,MAIN_1,9677,40.321,9622,0,15,40,55,0.57,436.467099990846,40.0051,437.4292999906045,40.0057,40.0917,0.9622,0.0,0.9622,37.4293,0.0,0,0.0,0,0,0.0,0.0,0.0,193.54,0.0,0.0
38,OV_2,MAIN_2,7122,29.675,7095,0,0,27,27,0.38,327.2830999931514,29.9977,327.9925999929733,29.997,29.5625,0.7095,0.0,0.7095,27.9926,0.0,0,0.0,0,0,0.0,0.0,0.0,142.44,0.0,0.0
38,OV_3,MAIN_3,7201,30.004,7177,0,1,23,24,0.33,327.27849999315254,29.9972,327.9961999929724,29.9973,29.9042,0.7177,0.0,0.7177,27.9962,0.0,0,0.0,0,0,0.0,0.0,0.0,144.02,0.0,0.0
39,OV_1,MAIN_1,9629,40.121,9613,5,11,0,16,0.17,437.4292999906045,40.0057,438.39059999036317,40.006,40.0542,0.9613,0.0,0.9613,38.3906,0.0,0,0.0,0,0,0.0,0.0,0.0,192.58,0.0,0.0
39,OV_2,MAIN_2,7285,30.354,7284,0,0,1,1,0.01,327.9925999929733,29.997,328.72099999279044,29.9979,30.35,0.7284,0.0,0.7284,28.721,0.0,0,0.0,0,0,0.0,0.0,0.0,145.70000000000002,0.0,0.0
39,OV_3,MAIN_3,7086,29.525,7048,16,16,6,38,0.54,327.9961999929724,29.9973,328.70099999279546,29.9961,29.3667,0.7048,0.0,0.7048,28.701,0.0,0,0.0,0,0,0.0,0.0,0.0,141.72,0.0,0.0
40,OV_1,MAIN_1,9607,40.029,9542,0,24,41,65,0.68,438.39059999036317,40.006,439.34479999012365,40.0057,39.7583,0.9542,0.0,0.9542,39.3448,0.0,0,0.0,0,0,0.0,0.0,0.0,192.14000000000001,0.0,0.0
40,OV_2,MAIN_2,7255,30.229,7245,0,9,1,10,0.14,328.72099999279044,29.9979,329.4454999926086,29.9985,30.1875,0.7245,0.0,0.7245,29.4455,0.0,0,0.0,0,0,0.0,0.0,0.0,145.1,0.0,0.0
40,OV_3,MAIN_3,7138,29.742,7138,0,0,0,0,0.0,328.70099999279546,29.9961,329.4147999926163,29.9957,29.7417,0.7138,0.0,0.7138,29.4148,0.0,0,0.0,0,0,0.0,0.0,0.0,142.76,0.0,0.0
41,OV_1,MAIN_1,9636,40.15,9595,0,0,41,41,0.43,439.34479999012365,40.0057,440.3042999898828,40.0059,39.9792,0.9595,0.0,0.9595,40.3043,0.0,0,0.0,0,0,0.0,0.0,0.0,192.72,0.0,0.0
41,OV_2,MAIN_2,7293,30.387,7274,10,4,5,19,0.26,329.4454999926086,29.9985,330.172899992426,29.9994,30.3083,0.7274,0.0,0.7274,30.1729,0.0,0,0.0,0,0,0.0,0.0,0.0,145.86,0.0,0.0
41,OV_3,MAIN_3,7071,29.463,7058,13,0,0,13,0.18,329.4147999926163,29.9957,330.1205999924391,29.9947,29.4083,0.7058,0.0,0.7058,30.1206,0.0,0,0.0,0,0,0.0,0.0,0.0,141.42000000000002,0.0,0.0
42,OV_1,MAIN_1,9571,39.879,9565,0,6,0,6,0.06,440.3042999898828,40.0059,441.2607999896427,40.0057,39.8542,0.9565,0.0,0.9565,41.2608,0.0,0,0.0,0,0,0.0,0.0,0.0,191.42000000000002,0.0,0.0
42,OV_2,MAIN_2,7296,30.4,7287,7,2,0,9,0.12,330.172899992426,29.9994,330.90159999224306,30.0003,30.3625,0.7287,0.0,0.7287,30.9016,0.0,0,0.0,0,0,0.0,0.0,0.0,145.92000000000002,0.0,0.0
42,OV_3,MAIN_3,7133,29.721,7126,0,0,7,7,0.1,330.1205999924391,29.9947,330.83319999226023,29.9941,29.6917,0.7126,0.0,0.7126,30.8332,0.0,0,0.0,0,0,0.0,0.0,0.0,142.66,0.0,0.0
43,OV_1,MAIN_1,9593,39.971,9580,13,0,0,13,0.14,441.2607999896427,40.0057,442.2187999894022,40.0057,39.9167,0.958,0.0,0.958,42.2188,0.0,0,0.0,0,0,0.0,0.0,0.0,191.86,0.0,0.0
43,OV_2,MAIN_2,7209,30.038,7208,1,0,0,1,0.01,330.90159999224306,30.0003,331.6223999920621,30.0005,30.0333,0.7208,0.0,0.7208,31.6224,0.0,0,0.0,0,0,0.0,0.0,0.0,144.18,0.0,0.0
43,OV_3,MAIN_3,7198,29.992,7159,15,14,10,39,0.54,330.83319999226023,29.9941,331.5490999920805,29.9938,29.8292,0.7159,0.0,0.7159,31.5491,0.0,0,0.0,0,0,0.0,0.0,0.0,143.96,0.0,0.0
44,OV_1,MAIN_1,9653,40.221,9653,0,0,0,0,0.0,442.2187999894022,40.0057,443.1840999891599,40.0062,40.2208,0.9653,0.0,0.9653,43.1841,0.0,0,0.0,0,0,0.0,0.0,0.0,193.06,0.0,0.0
44,OV_2,MAIN_2,7215,30.062,7197,18,0,0,18,0.25,331.6223999920621,30.0005,332.34209999188147,30.0005,29.9875,0.7197,0.0,0.7197,32.3421,0.0,0,0.0,0,0,0.0,0.0,0.0,144.3,0.0,0.0
44,OV_3,MAIN_3,7132,29.717,7119,8,0,5,13,0.18,331.5490999920805,29.9938,332.2609999919018,29.9932,29.6625,0.7119,0.0,0.7119,32.261,0.0,0,0.0,0,0,0.0,0.0,0.0,142.64000000000001,0.0,0.0
45,OV_1,MAIN_1,9527,39.696,9519,0,8,0,8,0.08,443.1840999891599,40.0062,444.13599998892096,40.0055,39.6625,0.9519,0.0,0.9519,44.136,0.0,0,0.0,0,0,0.0,0.0,0.0,190.54,0.0,0.0
45,OV_2,MAIN_2,7323,30.512,7322,0,1,0,1,0.01,332.34209999188147,30.0005,333.07429999169767,30.0017,30.5083,0.7322,0.0,0.7322,33.0743,0.0,0,0.0,0,0,0.0,0.0,0.0,146.46,0.0,0.0
45,OV_3,MAIN_3,7150,29.792,7150,0,0,0,0,0.0,332.2609999919018,29.9932,332.97599999172235,29.9928,29.7917,0.715,0.0,0.715,32.976,0.0,0,0.0,0,0,0.0,0.0,0.0,143.0,0.0,0.0
46,OV_1,MAIN_1,9603,40.013,9595,0,8,0,8,0.08,444.13599998892096,40.0055,445.0954999886801,40.0057,39.9792,0.9595,0.0,0.9595,45.0955,0.0,0,0.0,0,0,0.0,0.0,0.0,192.06,0.0,0.0
46,OV_2,MAIN_2,7156,29.817,7115,0,0,41,41,0.57,333.07429999169767,30.0017,333.78579999151907,30.001,29.6458,0.7115,0.0,0.7115,33.7858,0.0,0,0.0,0,0,0.0,0.0,0.0,143.12,0.0,0.0
46,OV_3,MAIN_3,7241,30.171,7237,0,0,4,4,0.06,332.97599999172235,29.9928,333.6996999915407,29.9933,30.1542,0.7237,0.0,0.7237,33.6997,0.0,0,0.0,0,0,0.0,0.0,0.0,144.82,0.0,0.0
47,OV_1,MAIN_1,9586,39.942,9583,0,0,3,3,0.03,445.0954999886801,40.0057,446.05379998843955,40.0057,39.9292,0.9583,0.0,0.9583,46.0538,0.0,0,0.0,0,0,0.0,0.0,0.0,191.72,0.0,0.0
47,OV_2,MAIN_2,7176,29.9,7163,0,5,8,13,0.18,333.78579999151907,30.001,334.50209999133926,30.0008,29.8458,0.7163,0.0,0.7163,34.5021,0.0,0,0.0,0,0,0.0,0.0,0.0,143.52,0.0,0.0
47,OV_3,MAIN_3,7238,30.158,7204,13,4,17,34,0.47,333.6996999915407,29.9933,334.42009999135985,29.9935,30.0167,0.7204,0.0,0.7204,34.4201,0.0,0,0.0,0,0,0.0,0.0,0.0,144.76,0.0,0.0
48,OV_1,MAIN_1,9608,40.033,9553,31,0,24,55,0.57,446.05379998843955,40.0057,447.00909998819975,40.0055,39.8042,0.9553,0.0,0.9553,47.0091,0.0,0,0.0,0,0,0.0,0.0,0.0,192.16,0.0,0.0
48,OV_2,MAIN_2,7087,29.529,7082,5,0,0,5,0.07,334.50209999133926,30.0008,335.2102999911615,30.0,29.5083,0.7082,0.0,0.7082,35.2103,0.0,0,0.0,0,0,0.0,0.0,0.0,141.74,0.0,0.0
48,OV_3,MAIN_3,7305,30.438,7291,14,0,0,14,0.19,334.42009999135985,29.9935,335.14919999117683,29.9945,30.3792,0.7291,0.0,0.7291,35.1492,0.0,0,0.0,0,0,0.0,0.0,0.0,146.1,0.0,0.0
49,OV_1,MAIN_1,9604,40.017,9589,15,0,0,15,0.16,447.00909998819975,40.0055,447.96799998795905,40.0055,39.9542,0.9589,0.0,0.9589,47.968,0.0,0,0.0,0,0,0.0,0.0,0.0,192.08,0.0,0.0
49,OV_2,MAIN_2,7356,30.65,7356,0,0,0,0,0.0,335.2102999911615,30.0,335.94589999097684,30.0014,30.65,0.7356,0.0,0.7356,35.9459,0.0,0,0.0,0,0,0.0,0.0,0.0,147.12,0.0,0.0
49,OV_3,MAIN_3,7040,29.333,7025,6,0,9,15,0.21,335.14919999117683,29.9945,335.8516999910005,29.993,29.2708,0.7025,0.0,0.7025,35.8517,0.0,0,0.0,0,0,0.0,0.0,0.0,140.8,0.0,0.0
