epoch,overflow,main,assigned_slots,share_assigned_slots,ok,skipped,invalid,delayed,bad_slots_abs,bad_slots_pct_node,effective_stake,stake_share_pct,effective_stake_next,stake_share_next_pct,delivered_slots_share_pct,coinbase_epoch_TKG,fees_epoch_TKR_at_main,reward_epoch_total_value_TKG_only,coinbase_cum_TKG,fees_cum_TKR_at_main,penalty_slots_residual,penalty_score,forced_invalid_slots_planned,forced_invalid_slots_realized,forced_invalid_share_pct_of_invalid,penalty_gained,penalty_recovery,penalty_tol,residual_prev_dbg,residual_next_dbg
45,OV_3,MAIN_3,7131,29.712,7131,0,0,0,0,0.0,332.3948999918682,30.0567,333.1079999916892,30.0573,29.7125,0.7131,0.0,0.7131,33.108,0.082,0,0.0,0,0,0.0,0.0,7131.0,142.0,0.0,0.0
46,OV_1,MAIN_1,9554,39.808,9077,0,477,0,477,4.99,441.92739998947536,39.8763,442.8350999892475,39.8736,37.8208,0.9077,0.0,0.9077,42.8351,0.1031,0,0.0,477,477,100.0,1526.0,9077.0,191.0,0.0,0.0
46,OV_2,MAIN_2,7183,29.929,7183,0,0,0,0,0.0,333.2095999916637,30.0664,333.9278999914834,30.0674,29.9292,0.7183,0.0,0.7183,33.9279,0.0845,0,0.0,0,0,0.0,0.0,7183.0,143.0,0.0,0.0
46,OV_3,MAIN_3,7263,30.262,7263,0,0,0,0,0.0,333.1079999916892,30.0573,333.8342999915069,30.059,30.2625,0.7263,0.0,0.7263,33.8343,0.082,0,0.0,0,0,0.0,0.0,7263.0,145.0,0.0,0.0
47,OV_1,MAIN_1,9525,39.688,9049,0,476,0,476,5.0,442.8350999892475,39.8736,443.73999998902036,39.8706,37.7042,0.9049,0.0,0.9049,43.74,0.1031,0,0.0,476,476,100.0,1524.0,9049.0,190.0,0.0,0.0
47,OV_2,MAIN_2,7360,30.667,7360,0,0,0,0,0.0,333.9278999914834,30.0674,334.66389999129865,30.07,30.6667,0.736,0.0,0.736,34.6639,0.0845,0,0.0,0,0,0.0,0.0,7360.0,147.0,0.0,0.0
47,OV_3,MAIN_3,7115,29.646,7115,0,0,0,0,0.0,333.8342999915069,30.059,334.5457999913283,30.0594,29.6458,0.7115,0.0,0.7115,34.5458,0.082,0,0.0,0,0,0.0,0.0,7115.0,142.0,0.0,0.0
48,OV_1,MAIN_1,9467,39.446,8994,0,473,0,473,5.0,443.73999998902036,39.8706,444.6393999887946,39.8672,37.475,0.8994,0.0,0.8994,44.6394,0.1031,0,0.0,473,473,100.0,1514.0,8994.0,189.0,0.0,0.0
48,OV_2,MAIN_2,7226,30.108,7226,0,0,0,0,0.0,334.66389999129865,30.07,335.38649999111726,30.0714,30.1083,0.7226,0.0,0.7226,35.3865,0.0845,0,0.0,0,0,0.0,0.0,7226.0,144.0,0.0,0.0
48,OV_3,MAIN_3,7307,30.446,7307,0,0,0,0,0.0,334.5457999913283,30.0594,335.2764999911449,30.0615,30.4458,0.7307,0.0,0.7307,35.2765,0.082,0,0.0,0,0,0.0,0.0,7307.0,146.0,0.0,0.0
49,OV_1,MAIN_1,9572,39.883,9094,0,478,0,478,4.99,444.6393999887946,39.8672,445.5487999885663,39.8646,37.8917,0.9094,0.0,0.9094,45.5488,0.1031,0,0.0,478,478,100.0,1530.0,9094.0,191.0,0.0,0.0
49,OV_2,MAIN_2,7126,29.692,7126,0,0,0,0,0.0,335.38649999111726,30.0714,336.0990999909384,30.0718,29.6917,0.7126,0.0,0.7126,36.0991,0.0845,0,0.0,0,0,0.0,0.0,7126.0,142.0,0.0,0.0
49,OV_3,MAIN_3,7302,30.425,7302,0,0,0,0,0.0,335.2764999911449,30.0615,336.0066999909616,30.0636,30.425,0.7302,0.0,0.7302,36.0067,0.082,0,0.0,0,0,0.0,0.0,7302.0,146.0,0.0,0.0
50,OV_1,MAIN_1,9601,40.004,9601,0,0,0,0,0.0,445.5487999885663,39.8646,446.5088999883253,39.8649,40.0042,0.9601,0.0,0.9601,46.5089,0.1031,0,0.0,0,0,0.0,0.0,9601.0,192.0,0.0,0.0
50,OV_2,MAIN_2,7191,29.962,7191,0,0,0,0,0.0,336.0990999909384,30.0718,336.8181999907579,30.0716,29.9625,0.7191,0.0,0.7191,36.8182,0.0845,0,0.0,0,0,0.0,0.0,7191.0,143.0,0.0,0.0
50,OV_3,MAIN_3,7208,30.033,7208,0,0,0,0,0.0,336.0066999909616,30.0636,336.72749999078064,30.0635,30.0333,0.7208,0.0,0.7208,36.7275,0.082,0,0.0,0,0,0.0,0.0,7208.0,144.0,0.0,0.0
51,OV_1,MAIN_1,9715,40.479,9715,0,0,0,0,0.0,446.5088999883253,39.8649,447.48039998808144,39.8662,40.4792,0.9715,0.0,0.9715,47.4804,0.1031,0,0.0,0,0,0.0,0.0,9715.0,194.0,0.0,0.0
51,OV_2,MAIN_2,7188,29.95,7188,0,0,0,0,0.0,336.8181999907579,30.0716,337.53699999057744,30.0713,29.95,0.7188,0.0,0.7188,37.537,0.0845,0,0.0,0,0,0.0,0.0,7188.0,143.0,0.0,0.0
51,OV_3,MAIN_3,7097,29.571,7097,0,0,0,0,0.0,336.72749999078064,30.0635,337.4371999906025,30.0624,29.5708,0.7097,0.0,0.7097,37.4372,0.082,0,0.0,0,0,0.0,0.0,7097.0,141.0,0.0,0.0
52,OV_1,MAIN_1,9607,40.029,9607,0,0,0,0,0.0,447.48039998808144,39.8662,448.4410999878403,39.8666,40.0292,0.9607,0.0,0.9607,48.4411,0.1031,0,0.0,0,0,0.0,0.0,9607.0,192.0,0.0,0.0
52,OV_2,MAIN_2,7192,29.967,7192,0,0,0,0,0.0,337.53699999057744,30.0713,338.2561999903969,30.0711,29.9667,0.7192,0.0,0.7192,38.2562,0.0845,0,0.0,0,0,0.0,0.0,7192.0,143.0,0.0,0.0
52,OV_3,MAIN_3,7201,30.004,7201,0,0,0,0,0.0,337.4371999906025,30.0624,338.15729999042173,30.0623,30.0042,0.7201,0.0,0.7201,38.1573,0.082,0,0.0,0,0,0.0,0.0,7201.0,144.0,0.0,0.0
53,OV_1,MAIN_1,9660,40.25,9660,0,0,0,0,0.0,448.4410999878403,39.8666,449.4070999875978,39.8674,40.25,0.966,0.0,0.966,49.4071,0.1031,0,0.0,0,0,0.0,0.0,9660.0,193.0,0.0,0.0
53,OV_2,MAIN_2,7135,29.729,7135,0,0,0,0,0.0,338.2561999903969,30.0711,338.9696999902178,30.0704,29.7292,0.7135,0.0,0.7135,38.9697,0.0845,0,0.0,0,0,0.0,0.0,7135.0,142.0,0.0,0.0
53,OV_3,MAIN_3,7205,30.021,7205,0,0,0,0,0.0,338.15729999042173,30.0623,338.8777999902409,30.0622,30.0208,0.7205,0.0,0.7205,38.8778,0.082,0,0.0,0,0,0.0,0.0,7205.0,144.0,0.0,0.0
54,OV_1,MAIN_1,9599,39.996,9599,0,0,0,0,0.0,449.4070999875978,39.8674,450.36699998735685,39.8677,39.9958,0.9599,0.0,0.9599,50.367,0.1031,0,0.0,0,0,0.0,0.0,9599.0,191.0,0.0,0.0
54,OV_2,MAIN_2,7273,30.304,7273,0,0,0,0,0.0,338.9696999902178,30.0704,339.69699999003524,30.0709,30.3042,0.7273,0.0,0.7273,39.697,0.0845,0,0.0,0,0,0.0,0.0,7273.0,145.0,0.0,0.0
54,OV_3,MAIN_3,7128,29.7,7128,0,0,0,0,0.0,338.8777999902409,30.0622,339.59059999006195,30.0615,29.7,0.7128,0.0,0.7128,39.5906,0.082,0,0.0,0,0,0.0,0.0,7128.0,142.0,0.0,0.0
55,OV_1,MAIN_1,9661,40.254,9661,0,0,0,0,0.0,450.36699998735685,39.8677,451.33309998711434,39.8685,40.2542,0.9661,0.0,0.9661,51.3331,0.1031,0,0.0,0,0,0.0,0.0,9661.0,193.0,0.0,0.0
55,OV_2,MAIN_2,7169,29.871,7169,0,0,0,0,0.0,339.69699999003524,30.0709,340.4138999898553,30.0704,29.8708,0.7169,0.0,0.7169,40.4139,0.0845,0,0.0,0,0,0.0,0.0,7169.0,143.0,0.0,0.0
55,OV_3,MAIN_3,7170,29.875,7170,0,0,0,0,0.0,339.59059999006195,30.0615,340.30759998988196,30.0611,29.875,0.717,0.0,0.717,40.3076,0.082,0,0.0,0,0,0.0,0.0,7170.0,143.0,0.0,0.0
56,OV_1,MAIN_1,9523,39.679,9523,0,0,0,0,0.0,451.33309998711434,39.8685,452.2853999868753,39.8681,39.6792,0.9523,0.0,0.9523,52.2854,0.1031,0,0.0,0,0,0.0,0.0,9523.0,190.0,0.0,0.0
56,OV_2,MAIN_2,7239,30.162,7239,0,0,0,0,0.0,340.4138999898553,30.0704,341.13779998967357,30.0706,30.1625,0.7239,0.0,0.7239,41.1378,0.0845,0,0.0,0,0,0.0,0.0,7239.0,144.0,0.0,0.0
56,OV_3,MAIN_3,7238,30.158,7238,0,0,0,0,0.0,340.30759998988196,30.0611,341.0313999897003,30.0613,30.1583,0.7238,0.0,0.7238,41.0314,0.082,0,0.0,0,0,0.0,0.0,7238.0,144.0,0.0,0.0
57,OV_1,MAIN_1,9580,39.917,9580,0,0,0,0,0.0,452.2853999868753,39.8681,453.2433999866348,39.8682,39.9167,0.958,0.0,0.958,53.2434,0.1031,0,0.0,0,0,0.0,0.0,9580.0,191.0,0.0,0.0
57,OV_2,MAIN_2,7164,29.85,7164,0,0,0,0,0.0,341.13779998967357,30.0706,341.85419998949374,30.0702,29.85,0.7164,0.0,0.7164,41.8542,0.0845,0,0.0,0,0,0.0,0.0,7164.0,143.0,0.0,0.0
57,OV_3,MAIN_3,7256,30.233,7256,0,0,0,0,0.0,341.0313999897003,30.0613,341.75699998951814,30.0616,30.2333,0.7256,0.0,0.7256,41.757,0.082,0,0.0,0,0,0.0,0.0,7256.0,145.0,0.0,0.0
58,OV_1,MAIN_1,9637,40.154,9637,0,0,0,0,0.0,453.2433999866348,39.8682,454.2070999863929,39.8688,40.1542,0.9637,0.0,0.9637,54.2071,0.1031,0,0.0,0,0,0.0,0.0,9637.0,192.0,0.0,0.0
58,OV_2,MAIN_2,7287,30.362,7287,0,0,0,0,0.0,341.85419998949374,30.0702,342.5828999893108,30.0708,30.3625,0.7287,0.0,0.7287,42.5829,0.0845,0,0.0,0,0,0.0,0.0,7287.0,145.0,0.0,0.0
58,OV_3,MAIN_3,7076,29.483,7076,0,0,0,0,0.0,341.75699998951814,30.0616,342.4645999893405,30.0604,29.4833,0.7076,0.0,0.7076,42.4646,0.082,0,0.0,0,0,0.0,0.0,7076.0,141.0,0.0,0.0
59,OV_1,MAIN_1,9516,39.65,9516,0,0,0,0,0.0,454.2070999863929,39.8688,455.15869998615403,39.8683,39.65,0.9516,0.0,0.9516,55.1587,0.1031,0,0.0,0,0,0.0,0.0,9516.0,190.0,0.0,0.0
59,OV_2,MAIN_2,7092,29.55,7092,0,0,0,0,0.0,342.5828999893108,30.0708,343.2920999891328,30.0697,29.55,0.7092,0.0,0.7092,43.2921,0.0845,0,0.0,0,0,0.0,0.0,7092.0,141.0,0.0,0.0
59,OV_3,MAIN_3,7392,30.8,7392,0,0,0,0,0.0,342.4645999893405,30.0604,343.20379998915496,30.062,30.8,0.7392,0.0,0.7392,43.2038,0.082,0,0.0,0,0,0.0,0.0,7392.0,147.0,0.0,0.0
60,OV_1,MAIN_1,9428,39.283,9428,0,0,0,0,0.0,455.15869998615403,39.8683,456.10149998591737,39.8671,39.2833,0.9428,0.0,0.9428,56.1015,0.1031,0,0.0,0,0,0.0,0.0,9428.0,188.0,0.0,0.0
60,OV_2,MAIN_2,7323,30.512,7323,0,0,0,0,0.0,343.2920999891328,30.0697,344.02439998894897,30.0706,30.5125,0.7323,0.0,0.7323,44.0244,0.0845,0,0.0,0,0,0.0,0.0,7323.0,146.0,0.0,0.0
60,OV_3,MAIN_3,7249,30.204,7249,0,0,0,0,0.0,343.20379998915496,30.062,343.928699988973,30.0623,30.2042,0.7249,0.0,0.7249,43.9287,0.082,0,0.0,0,0,0.0,0.0,7249.0,144.0,0.0,0.0
61,OV_1,MAIN_1,9601,40.004,9601,0,0,0,0,0.0,456.10149998591737,39.8671,457.06159998567637,39.8674,40.0042,0.9601,0.0,0.9601,57.0616,0.1031,0,0.0,0,0,0.0,0.0,9601.0,192.0,0.0,0.0
61,OV_2,MAIN_2,7155,29.812,7155,0,0,0,0,0.0,344.02439998894897,30.0706,344.73989998876937,30.0701,29.8125,0.7155,0.0,0.7155,44.7399,0.0845,0,0.0,0,0,0.0,0.0,7155.0,143.0,0.0,0.0
61,OV_3,MAIN_3,7244,30.183,7244,0,0,0,0,0.0,343.928699988973,30.0623,344.65309998879115,30.0625,30.1833,0.7244,0.0,0.7244,44.6531,0.082,0,0.0,0,0,0.0,0.0,7244.0,144.0,0.0,0.0
62,OV_1,MAIN_1,9592,39.967,9592,0,0,0,0,0.0,457.06159998567637,39.8674,458.0207999854356,39.8676,39.9667,0.9592,0.0,0.9592,58.0208,0.1031,0,0.0,0,0,0.0,0.0,9592.0,191.0,0.0,0.0
62,OV_2,MAIN_2,7196,29.983,7196,0,0,0,0,0.0,344.73989998876937,30.0701,345.45949998858873,30.0699,29.9833,0.7196,0.0,0.7196,45.4595,0.0845,0,0.0,0,0,0.0,0.0,7196.0,143.0,0.0,0.0
62,OV_3,MAIN_3,7212,30.05,7212,0,0,0,0,0.0,344.65309998879115,30.0625,345.3742999886101,30.0625,30.05,0.7212,0.0,0.7212,45.3743,0.082,0,0.0,0,0,0.0,0.0,7212.0,144.0,0.0,0.0
63,OV_1,MAIN_1,9469,39.454,9469,0,0,0,0,0.0,458.0207999854356,39.8676,458.9676999851979,39.8667,39.4542,0.9469,0.0,0.9469,58.9677,0.1031,0,0.0,0,0,0.0,0.0,9469.0,189.0,0.0,0.0
63,OV_2,MAIN_2,7269,30.288,7269,0,0,0,0,0.0,345.45949998858873,30.0699,346.18639998840627,30.0704,30.2875,0.7269,0.0,0.7269,46.1864,0.0845,0,0.0,0,0,0.0,0.0,7269.0,145.0,0.0,0.0
63,OV_3,MAIN_3,7262,30.258,7262,0,0,0,0,0.0,345.3742999886101,30.0625,346.1004999884278,30.0629,30.2583,0.7262,0.0,0.7262,46.1005,0.082,0,0.0,0,0,0.0,0.0,7262.0,145.0,0.0,0.0
64,OV_1,MAIN_1,9623,40.096,9623,0,0,0,0,0.0,458.9676999851979,39.8667,459.92999998495634,39.8672,40.0958,0.9623,0.0,0.9623,59.93,0.1031,0,0.0,0,0,0.0,0.0,9623.0,192.0,0.0,0.0
64,OV_2,MAIN_2,7208,30.033,7208,0,0,0,0,0.0,346.18639998840627,30.0704,346.90719998822533,30.0703,30.0333,0.7208,0.0,0.7208,46.9072,0.0845,0,0.0,0,0,0.0,0.0,7208.0,144.0,0.0,0.0
64,OV_3,MAIN_3,7169,29.871,7169,0,0,0,0,0.0,346.1004999884278,30.0629,346.81739998824787,30.0625,29.8708,0.7169,0.0,0.7169,46.8174,0.082,0,0.0,0,0,0.0,0.0,7169.0,143.0,0.0,0.0
65,OV_1,MAIN_1,9604,40.017,9604,0,0,0,0,0.0,459.92999998495634,39.8672,460.89039998471526,39.8675,40.0167,0.9604,0.0,0.9604,60.8904,0.1031,0,0.0,0,0,0.0,0.0,9604.0,192.0,0.0,0.0
65,OV_2,MAIN_2,7184,29.933,7184,0,0,0,0,0.0,346.90719998822533,30.0703,347.625599988045,30.07,29.9333,0.7184,0.0,0.7184,47.6256,0.0845,0,0.0,0,0,0.0,0.0,7184.0,143.0,0.0,0.0
65,OV_3,MAIN_3,7212,30.05,7212,0,0,0,0,0.0,346.81739998824787,30.0625,347.53859998806684,30.0625,30.05,0.7212,0.0,0.7212,47.5386,0.082,0,0.0,0,0,0.0,0.0,7212.0,144.0,0.0,0.0
66,OV_1,MAIN_1,9586,39.942,9586,0,0,0,0,0.0,460.89039998471526,39.8675,461.84899998447463,39.8677,39.9417,0.9586,0.0,0.9586,61.849,0.1031,0,0.0,0,0,0.0,0.0,9586.0,191.0,0.0,0.0
66,OV_2,MAIN_2,7164,29.85,7164,0,0,0,0,0.0,347.625599988045,30.07,348.34199998786517,30.0695,29.85,0.7164,0.0,0.7164,48.342,0.0845,0,0.0,0,0,0.0,0.0,7164.0,143.0,0.0,0.0
66,OV_3,MAIN_3,7250,30.208,7250,0,0,0,0,0.0,347.53859998806684,30.0625,348.26359998788485,30.0628,30.2083,0.725,0.0,0.725,48.2636,0.082,0,0.0,0,0,0.0,0.0,7250.0,145.0,0.0,0.0
67,OV_1,MAIN_1,9638,40.158,9638,0,0,0,0,0.0,461.84899998447463,39.8677,462.8127999842327,39.8683,40.1583,0.9638,0.0,0.9638,62.8128,0.1031,0,0.0,0,0,0.0,0.0,9638.0,192.0,0.0,0.0
67,OV_2,MAIN_2,7145,29.771,7145,0,0,0,0,0.0,348.34199998786517,30.0695,349.0564999876858,30.0689,29.7708,0.7145,0.0,0.7145,49.0565,0.0845,0,0.0,0,0,0.0,0.0,7145.0,142.0,0.0,0.0
67,OV_3,MAIN_3,7217,30.071,7217,0,0,0,0,0.0,348.26359998788485,30.0628,348.9852999877037,30.0628,30.0708,0.7217,0.0,0.7217,48.9853,0.082,0,0.0,0,0,0.0,0.0,7217.0,144.0,0.0,0.0
68,OV_1,MAIN_1,9716,40.483,9716,0,0,0,0,0.0,462.8127999842327,39.8683,463.7843999839888,39.8696,40.4833,0.9716,0.0,0.9716,63.7844,0.1031,0,0.0,0,0,0.0,0.0,9716.0,194.0,0.0,0.0
68,OV_2,MAIN_2,7195,29.979,7195,0,0,0,0,0.0,349.0564999876858,30.0689,349.7759999875052,30.0687,29.9792,0.7195,0.0,0.7195,49.776,0.0845,0,0.0,0,0,0.0,0.0,7195.0,143.0,0.0,0.0
68,OV_3,MAIN_3,7089,29.538,7089,0,0,0,0,0.0,348.9852999877037,30.0628,349.69419998752574,30.0617,29.5375,0.7089,0.0,0.7089,49.6942,0.082,0,0.0,0,0,0.0,0.0,7089.0,141.0,0.0,0.0
69,OV_1,MAIN_1,9418,39.242,9418,0,0,0,0,0.0,463.7843999839888,39.8696,464.7261999837524,39.8683,39.2417,0.9418,0.0,0.9418,64.7262,0.1031,0,0.0,0,0,0.0,0.0,9418.0,188.0,0.0,0.0
69,OV_2,MAIN_2,7228,30.117,7228,0,0,0,0,0.0,349.7759999875052,30.0687,350.49879998732376,30.0688,30.1167,0.7228,0.0,0.7228,50.4988,0.0845,0,0.0,0,0,0.0,0.0,7228.0,144.0,0.0,0.0
69,OV_3,MAIN_3,7354,30.642,7354,0,0,0,0,0.0,349.69419998752574,30.0617,350.42959998734113,30.0629,30.6417,0.7354,0.0,0.7354,50.4296,0.082,0,0.0,0,0,0.0,0.0,7354.0,147.0,0.0,0.0
70,OV_1,MAIN_1,9607,40.029,9607,0,0,0,0,0.0,464.7261999837524,39.8683,465.68689998351124,39.8686,40.0292,0.9607,0.0,0.9607,65.6869,0.1031,0,0.0,0,0,0.0,0.0,9607.0,192.0,0.0,0.0
70,OV_2,MAIN_2,7180,29.917,7180,0,0,0,0,0.0,350.49879998732376,30.0688,351.21679998714353,30.0685,29.9167,0.718,0.0,0.718,51.2168,0.0845,0,0.0,0,0,0.0,0.0,7180.0,143.0,0.0,0.0
70,OV_3,MAIN_3,7213,30.054,7213,0,0,0,0,0.0,350.42959998734113,30.0629,351.1508999871601,30.0629,30.0542,0.7213,0.0,0.7213,51.1509,0.082,0,0.0,0,0,0.0,0.0,7213.0,144.0,0.0,0.0
71,OV_1,MAIN_1,9515,39.646,9515,0,0,0,0,0.0,465.68689998351124,39.8686,466.6383999832724,39.8681,39.6458,0.9515,0.0,0.9515,66.6384,0.1031,0,0.0,0,0,0.0,0.0,9515.0,190.0,0.0,0.0
71,OV_2,MAIN_2,7234,30.142,7234,0,0,0,0,0.0,351.21679998714353,30.0685,351.94019998696194,30.0687,30.1417,0.7234,0.0,0.7234,51.9402,0.0845,0,0.0,0,0,0.0,0.0,7234.0,144.0,0.0,0.0
71,OV_3,MAIN_3,7251,30.212,7251,0,0,0,0,0.0,351.1508999871601,30.0629,351.87599998697806,30.0632,30.2125,0.7251,0.0,0.7251,51.876,0.082,0,0.0,0,0,0.0,0.0,7251.0,145.0,0.0,0.0
72,OV_1,MAIN_1,9551,39.796,9551,0,0,0,0,0.0,466.6383999832724,39.8681,467.59349998303264,39.868,39.7958,0.9551,0.0,0.9551,67.5935,0.1031,0,0.0,0,0,0.0,0.0,9551.0,191.0,0.0,0.0
72,OV_2,MAIN_2,7142,29.758,7142,0,0,0,0,0.0,351.94019998696194,30.0687,352.65439998678266,30.068,29.7583,0.7142,0.0,0.7142,52.6544,0.0845,0,0.0,0,0,0.0,0.0,7142.0,142.0,0.0,0.0
72,OV_3,MAIN_3,7307,30.446,7307,0,0,0,0,0.0,351.87599998697806,30.0632,352.60669998679464,30.064,30.4458,0.7307,0.0,0.7307,52.6067,0.082,0,0.0,0,0,0.0,0.0,7307.0,146.0,0.0,0.0
73,OV_1,MAIN_1,9575,39.896,9575,0,0,0,0,0.0,467.59349998303264,39.868,468.5509999827923,39.868,39.8958,0.9575,0.0,0.9575,68.551,0.1031,0,0.0,0,0,0.0,0.0,9575.0,191.0,0.0,0.0
73,OV_2,MAIN_2,7256,30.233,7256,0,0,0,0,0.0,352.65439998678266,30.068,353.3799999866005,30.0684,30.2333,0.7256,0.0,0.7256,53.38,0.0845,0,0.0,0,0,0.0,0.0,7256.0,145.0,0.0,0.0
73,OV_3,MAIN_3,7169,29.871,7169,0,0,0,0,0.0,352.60669998679464,30.064,353.3235999866147,30.0636,29.8708,0.7169,0.0,0.7169,53.3236,0.082,0,0.0,0,0,0.0,0.0,7169.0,143.0,0.0,0.0
74,OV_1,MAIN_1,9558,39.825,9558,0,0,0,0,0.0,468.5509999827923,39.868,469.50679998255237,39.868,39.825,0.9558,0.0,0.9558,69.5068,0.1031,0,0.0,0,0,0.0,0.0,9558.0,191.0,0.0,0.0
74,OV_2,MAIN_2,7071,29.463,7071,0,0,0,0,0.0,353.3799999866005,30.0684,354.087099986423,30.0671,29.4625,0.7071,0.0,0.7071,54.0871,0.0845,0,0.0,0,0,0.0,0.0,7071.0,141.0,0.0,0.0
74,OV_3,MAIN_3,7371,30.712,7371,0,0,0,0,0.0,353.3235999866147,30.0636,354.06069998642965,30.0649,30.7125,0.7371,0.0,0.7371,54.0607,0.082,0,0.0,0,0,0.0,0.0,7371.0,147.0,0.0,0.0
75,OV_1,MAIN_1,9525,39.688,9525,0,0,0,0,0.0,469.50679998255237,39.868,470.45929998231327,39.8676,39.6875,0.9525,0.0,0.9525,70.4593,0.1031,0,0.0,0,0,0.0,0.0,9525.0,190.0,0.0,0.0
75,OV_2,MAIN_2,7302,30.425,7302,0,0,0,0,0.0,354.087099986423,30.0671,354.81729998623973,30.0679,30.425,0.7302,0.0,0.7302,54.8173,0.0845,0,0.0,0,0,0.0,0.0,7302.0,146.0,0.0,0.0
75,OV_3,MAIN_3,7173,29.887,7173,0,0,0,0,0.0,354.06069998642965,30.0649,354.7779999862496,30.0645,29.8875,0.7173,0.0,0.7173,54.778,0.082,0,0.0,0,0,0.0,0.0,7173.0,143.0,0.0,0.0
76,OV_1,MAIN_1,9467,39.446,9467,0,0,0,0,0.0,470.45929998231327,39.8676,471.4059999820756,39.8667,39.4458,0.9467,0.0,0.9467,71.406,0.1031,0,0.0,0,0,0.0,0.0,9467.0,189.0,0.0,0.0
76,OV_2,MAIN_2,7310,30.458,7310,0,0,0,0,0.0,354.81729998623973,30.0679,355.54829998605624,30.0687,30.4583,0.731,0.0,0.731,55.5483,0.0845,0,0.0,0,0,0.0,0.0,7310.0,146.0,0.0,0.0
76,OV_3,MAIN_3,7223,30.096,7223,0,0,0,0,0.0,354.7779999862496,30.0645,355.5002999860683,30.0646,30.0958,0.7223,0.0,0.7223,55.5003,0.082,0,0.0,0,0,0.0,0.0,7223.0,144.0,0.0,0.0
77,OV_1,MAIN_1,9620,40.083,9620,0,0,0,0,0.0,471.4059999820756,39.8667,472.36799998183415,39.8672,40.0833,0.962,0.0,0.962,72.368,0.1031,0,0.0,0,0,0.0,0.0,9620.0,192.0,0.0,0.0
77,OV_2,MAIN_2,7239,30.162,7239,0,0,0,0,0.0,355.54829998605624,30.0687,356.2721999858745,30.0689,30.1625,0.7239,0.0,0.7239,56.2722,0.0845,0,0.0,0,0,0.0,0.0,7239.0,144.0,0.0,0.0
77,OV_3,MAIN_3,7141,29.754,7141,0,0,0,0,0.0,355.5002999860683,30.0646,356.21439998588903,30.064,29.7542,0.7141,0.0,0.7141,56.2144,0.082,0,0.0,0,0,0.0,0.0,7141.0,142.0,0.0,0.0
78,OV_1,MAIN_1,9648,40.2,9648,0,0,0,0,0.0,472.36799998183415,39.8672,473.33279998159196,39.8678,40.2,0.9648,0.0,0.9648,73.3328,0.1031,0,0.0,0,0,0.0,0.0,9648.0,192.0,0.0,0.0
78,OV_2,MAIN_2,7141,29.754,7141,0,0,0,0,0.0,356.2721999858745,30.0689,356.98629998569527,30.0682,29.7542,0.7141,0.0,0.7141,56.9863,0.0845,0,0.0,0,0,0.0,0.0,7141.0,142.0,0.0,0.0
78,OV_3,MAIN_3,7211,30.046,7211,0,0,0,0,0.0,356.21439998588903,30.064,356.935499985708,30.0639,30.0458,0.7211,0.0,0.7211,56.9355,0.082,0,0.0,0,0,0.0,0.0,7211.0,144.0,0.0,0.0
79,OV_1,MAIN_1,9537,39.737,9537,0,0,0,0,0.0,473.33279998159196,39.8678,474.28649998135256,39.8676,39.7375,0.9537,0.0,0.9537,74.2865,0.1031,0,0.0,0,0,0.0,0.0,9537.0,190.0,0.0,0.0
79,OV_2,MAIN_2,7143,29.762,7143,0,0,0,0,0.0,356.98629998569527,30.0682,357.70059998551596,30.0676,29.7625,0.7143,0.0,0.7143,57.7006,0.0845,0,0.0,0,0,0.0,0.0,7143.0,142.0,0.0,0.0
79,OV_3,MAIN_3,7320,30.5,7320,0,0,0,0,0.0,356.935499985708,30.0639,357.6674999855243,30.0648,30.5,0.732,0.0,0.732,57.6675,0.082,0,0.0,0,0,0.0,0.0,7320.0,146.0,0.0,0.0
80,OV_1,MAIN_1,9599,39.996,9599,0,0,0,0,0.0,474.28649998135256,39.8676,475.2463999811116,39.8678,39.9958,0.9599,0.0,0.9599,75.2464,0.1031,0,0.0,0,0,0.0,0.0,9599.0,191.0,0.0,0.0
80,OV_2,MAIN_2,7194,29.975,7194,0,0,0,0,0.0,357.70059998551596,30.0676,358.4199999853354,30.0674,29.975,0.7194,0.0,0.7194,58.42,0.0845,0,0.0,0,0,0.0,0.0,7194.0,143.0,0.0,0.0
80,OV_3,MAIN_3,7207,30.029,7207,0,0,0,0,0.0,357.6674999855243,30.0648,358.38819998534336,30.0647,30.0292,0.7207,0.0,0.7207,58.3882,0.082,0,0.0,0,0,0.0,0.0,7207.0,144.0,0.0,0.0
81,OV_1,MAIN_1,9562,39.842,9562,0,0,0,0,0.0,475.2463999811116,39.8678,476.2025999808716,39.8678,39.8417,0.9562,0.0,0.9562,76.2026,0.1031,0,0.0,0,0,0.0,0.0,9562.0,191.0,0.0,0.0
81,OV_2,MAIN_2,7190,29.958,7190,0,0,0,0,0.0,358.4199999853354,30.0674,359.1389999851549,30.0672,29.9583,0.719,0.0,0.719,59.139,0.0845,0,0.0,0,0,0.0,0.0,7190.0,143.0,0.0,0.0
81,OV_3,MAIN_3,7248,30.2,7248,0,0,0,0,0.0,358.38819998534336,30.0647,359.1129999851614,30.065,30.2,0.7248,0.0,0.7248,59.113,0.082,0,0.0,0,0,0.0,0.0,7248.0,144.0,0.0,0.0
