main,holderRedFee,holderGreenFee,nodeRedFee,nodeGreenFee,holderCoinbase,nodeCoinbase,holderRedFrozenFee,holderGreenFrozenFee,nodeRedFrozenFee,nodeGreenFrozenFee,penaltySlots,nodePublicKey,nodeHexSignerHash,label
Be2ntZsJLQ0Kmp_KRv-281k-x5pWqnuUNNzFqsi35lQ.,867093333,0,216773333,0,9600000000,2400000000,714453334,120106666,178613330,30026666,4776,,,main node1
