epoch,overflow,main,assigned_slots,share_assigned_slots,ok,skipped,invalid,delayed,bad_slots_abs,bad_slots_pct_node,effective_stake,stake_share_pct,effective_stake_next,stake_share_next_pct,delivered_slots_share_pct,coinbase_epoch_tkg,fees_epoch_tkr_at_main,reward_epoch_total_value_tkg_only,coinbase_cum_tkg,fees_cum_tkr_at_main,penalty_slots_residual,penalty_score,forced_invalid_slots_planned,forced_invalid_slots_realized,forced_invalid_share_pct_of_invalid,penalty_gained,penalty_recovery,penalty_tol,residual_prev_dbg,residual_next_dbg,ok_rate,scenario,assigned_share,malicious_i,post_t,interaction,time_since_switch
20,OV_2,MAIN_2,12007,50.029,12007,0,0,0,0,0.0,322.88709999425487,49.658,324.08779999395347,49.6652,50.0292,1.2007,0.0,1.2007,24.0878,0.0063,0,0.0,0,0,0.0,0.0,12007.0,2401.0,0.0,0.0,1.0,2,0.5002916666666667,0,0,0,0
20,OV_3,MAIN_3,11817,49.237,11816,0,1,0,1,0.01,322.8492999942644,49.6522,324.0308999939677,49.6564,49.2333,1.1816,0.0001,1.1816,24.0309,0.0055,0,0.0,0,0,0.0,0.0,11816.0,2363.0,0.0,0.0,0.999915376153,2,0.492375,0,0,0,0
21,OV_1,MAIN_1,148,0.617,111,0,37,0,37,25.0,4.426987168891579,0.6784,4.378642701519697,0.6686,0.4625,0.0111,0.0,0.0111,1.9594,0.0005,18160,90.8,37,37,100.0,312.0,111.0,29.0,17959.0,18160.0,0.75,2,0.006166666666666667,1,0,0,0
21,OV_2,MAIN_2,12000,50.0,12000,0,0,0,0,0.0,324.08779999395347,49.6652,325.28779999365224,49.6712,50.0,1.2,0.0001,1.2,25.2878,0.0064,0,0.0,0,0,0.0,0.0,12000.0,2400.0,0.0,0.0,1.0,2,0.5,0,0,0,0
21,OV_3,MAIN_3,11852,49.383,11852,0,0,0,0,0.0,324.0308999939677,49.6564,325.21609999367024,49.6602,49.3833,1.1852,0.0001,1.1852,25.2161,0.0056,0,0.0,0,0,0.0,0.0,11852.0,2370.0,0.0,0.0,1.0,2,0.49383333333333335,0,0,0,0
22,OV_1,MAIN_1,150,0.625,113,0,37,0,37,24.67,4.378642701519697,0.6686,4.332281079910604,0.6592,0.4708,0.0113,0.0,0.0113,1.9707,0.0005,18357,91.785,37,37,100.0,310.0,113.0,30.0,18160.0,18357.0,0.7533333333333333,2,0.00625,1,0,0,0
22,OV_2,MAIN_2,11897,49.571,11897,0,0,0,0,0.0,325.28779999365224,49.6712,326.4774999933536,49.6754,49.5708,1.1897,0.0009,1.1897,26.4775,0.0073,0,0.0,0,0,0.0,0.0,11897.0,2379.0,0.0,0.0,1.0,2,0.4957083333333333,0,0,0,0
22,OV_3,MAIN_3,11953,49.804,11953,0,0,0,0,0.0,325.21609999367024,49.6602,326.4113999933702,49.6654,49.8042,1.1953,0.0005,1.1953,26.4114,0.0061,0,0.0,0,0,0.0,0.0,11953.0,2390.0,0.0,0.0,1.0,2,0.49804166666666666,0,0,0,0
23,OV_1,MAIN_1,137,0.571,103,0,34,0,34,24.82,4.332281079910604,0.6592,4.289627574426451,0.6504,0.4292,0.0103,0.0,0.0103,1.981,0.0005,18542,92.71,34,34,100.0,288.0,103.0,27.0,18357.0,18542.0,0.7518248175182481,2,0.0057083333333333335,1,0,0,0
23,OV_2,MAIN_2,11800,49.167,11800,0,0,0,0,0.0,326.4774999933536,49.6754,327.6574999930574,49.6778,49.1667,1.18,0.0006,1.18,27.6575,0.0079,0,0.0,0,0,0.0,0.0,11800.0,2360.0,0.0,0.0,1.0,2,0.49166666666666664,0,0,0,0
