epoch,overflow,main,assigned_slots,share_assigned_slots,ok,skipped,invalid,delayed,bad_slots_abs,bad_slots_pct_node,effective_stake,stake_share_pct,effective_stake_next,stake_share_next_pct,delivered_slots_share_pct,coinbase_epoch_tkg,fees_epoch_tkr_at_main,reward_epoch_total_value_tkg_only,coinbase_cum_tkg,fees_cum_tkr_at_main,penalty_slots_residual,penalty_score,forced_invalid_slots_planned,forced_invalid_slots_realized,forced_invalid_share_pct_of_invalid,penalty_gained,penalty_recovery,penalty_tol,residual_prev_dbg,residual_next_dbg,ok_rate,scenario,assigned_share,malicious_i,post_t,interaction,time_since_switch
20,OV_1,MAIN_1,9594,39.975,9554,22,18,0,40,0.42,419.1615999951901,39.9994,420.1169999949502,39.9992,39.8083,0.9554,0.0,0.9554,20.117,0.0,0,0.0,0,0,0.0,0.0,0.0,191.88,0.0,0.0,0.9958307275380446,1,0.39975,,,,
20,OV_2,MAIN_2,7275,30.312,7263,12,0,0,12,0.16,314.36349999639447,29.9988,315.0897999962121,29.9996,30.2625,0.7263,0.0,0.7263,15.0898,0.0,0,0.0,0,0,0.0,0.0,0.0,145.5,0.0,0.0,0.9983505154639175,1,0.303125,,,,
20,OV_3,MAIN_3,7131,29.712,7123,0,8,0,8,0.11,314.3940999963868,30.0018,315.106399996208,30.0012,29.6792,0.7123,0.0,0.7123,15.1064,0.0,0,0.0,0,0,0.0,0.0,0.0,142.62,0.0,0.0,0.9988781377085962,1,0.297125,,,,
21,OV_1,MAIN_1,9707,40.446,9689,0,0,18,18,0.19,420.1169999949502,39.9992,421.085899994707,40.0002,40.3708,0.9689,0.0,0.9689,21.0859,0.0,0,0.0,0,0,0.0,0.0,0.0,194.14,0.0,0.0,0.9981456680745854,1,0.4044583333333333,,,,
21,OV_2,MAIN_2,7141,29.754,7134,4,0,3,7,0.1,315.0897999962121,29.9996,315.8031999960331,29.999,29.725,0.7134,0.0,0.7134,15.8032,0.0,0,0.0,0,0,0.0,0.0,0.0,142.82,0.0,0.0,0.9990197451337348,1,0.29754166666666665,,,,
21,OV_3,MAIN_3,7152,29.8,7152,0,0,0,0,0.0,315.106399996208,30.0012,315.82159999602845,30.0008,29.8,0.7152,0.0,0.7152,15.8216,0.0,0,0.0,0,0,0.0,0.0,0.0,143.04,0.0,0.0,1.0,1,0.298,,,,
22,OV_1,MAIN_1,9570,39.875,9558,11,1,0,12,0.13,421.085899994707,40.0002,422.0416999944671,40.0,39.825,0.9558,0.0,0.9558,22.0417,0.0,0,0.0,0,0,0.0,0.0,0.0,191.4,0.0,0.0,0.9987460815047022,1,0.39875,,,,
22,OV_2,MAIN_2,7315,30.479,7272,21,0,22,43,0.59,315.8031999960331,29.999,316.53039999585053,29.9999,30.3,0.7272,0.0,0.7272,16.5304,0.0,0,0.0,0,0,0.0,0.0,0.0,146.3,0.0,0.0,0.9941216678058783,1,0.3047916666666667,,,,
22,OV_3,MAIN_3,7115,29.646,7109,0,0,6,6,0.08,315.82159999602845,30.0008,316.53249999585,30.0001,29.6208,0.7109,0.0,0.7109,16.5325,0.0,0,0.0,0,0,0.0,0.0,0.0,142.3,0.0,0.0,0.999156711173577,1,0.2964583333333333,,,,
23,OV_1,MAIN_1,9696,40.4,9686,10,0,0,10,0.1,422.0416999944671,40.0,423.010299994224,40.0009,40.3583,0.9686,0.0,0.9686,23.0103,0.0,0,0.0,0,0,0.0,0.0,0.0,193.92,0.0,0.0,0.9989686468646864,1,0.404,,,,
