epoch,node,main,assigned_slots,share_assigned_slots,ok,skipped,invalid,delayed,bad_slots_abs,bad_slots_pct_node,effective_stake,stake_share_pct,effective_stake_next,stake_share_next_pct,delivered_slots_share_pct,coinbase_epoch_tkg,fees_epoch_tkr_at_main,reward_epoch_total_value_tkg_only,coinbase_cum_tkg,fees_cum_tkr_at_main,penalty_slots_residual,penalty_score,forced_invalid_slots_planned,forced_invalid_slots_realized,forced_invalid_share_pct_of_invalid,penalty_gained,penalty_recovery,penalty_tol,residual_prev_dbg,residual_next_dbg,ok_rate,scenario,assigned_share
156,OV_1,MAIN_1,9557,39.821,9550,0,0,7,7,0.07,549.4023999624969,39.9948,550.3573999622572,39.9945,39.7917,0.955,0.0,0.955,150.3574,0.0,0,0.0,0,0,0.0,0.0,0.0,191.14,0.0,0.0,0.9992675525792613,1,0.39820833333333333
156,OV_2,MAIN_2,7268,30.283,7267,0,1,0,1,0.01,412.3021999718098,30.0143,413.0288999716274,30.0148,30.2792,0.7267,0.0,0.7267,113.0289,0.0,0,0.0,0,0,0.0,0.0,0.0,145.36,0.0,0.0,0.9998624105668684,1,0.30283333333333334
156,OV_3,MAIN_3,7175,29.896,7161,7,7,0,14,0.2,411.9795999718908,29.9909,412.6956999717111,29.9906,29.8375,0.7161,0.0,0.7161,112.6957,0.0,0,0.0,0,0,0.0,0.0,0.0,143.5,0.0,0.0,0.9980487804878049,1,0.2989583333333333
157,OV_1,MAIN_1,9679,40.329,9663,9,7,0,16,0.17,550.3573999622572,39.9945,551.3236999620146,39.9952,40.2625,0.9663,0.0,0.9663,151.3237,0.0,0,0.0,0,0,0.0,0.0,0.0,193.58,0.0,0.0,0.998346936667011,1,0.40329166666666666
157,OV_2,MAIN_2,7190,29.958,7181,0,0,9,9,0.13,413.0288999716274,30.0148,413.7469999714472,30.0149,29.9208,0.7181,0.0,0.7181,113.747,0.0,0,0.0,0,0,0.0,0.0,0.0,143.8,0.0,0.0,0.9987482614742699,1,0.2995833333333333
157,OV_3,MAIN_3,7131,29.712,7072,25,15,19,59,0.83,412.6956999717111,29.9906,413.4028999715336,29.9899,29.4667,0.7072,0.0,0.7072,113.4029,0.0,0,0.0,0,0,0.0,0.0,0.0,142.62,0.0,0.0,0.9917262656008975,1,0.297125
158,OV_1,MAIN_1,9487,39.529,9460,27,0,0,27,0.28,551.3236999620146,39.9952,552.2696999617772,39.9943,39.4167,0.946,0.0,0.946,152.2697,0.0,0,0.0,0,0,0.0,0.0,0.0,189.74,0.0,0.0,0.9971540002108148,1,0.39529166666666665
158,OV_2,MAIN_2,7210,30.042,7198,0,12,0,12,0.17,413.7469999714472,30.0149,414.4667999712665,30.0149,29.9917,0.7198,0.0,0.7198,114.4668,0.0,0,0.0,0,0,0.0,0.0,0.0,144.20000000000002,0.0,0.0,0.9983356449375866,1,0.30041666666666667
158,OV_3,MAIN_3,7303,30.429,7303,0,0,0,0,0.0,413.4028999715336,29.9899,414.1331999713502,29.9908,30.4292,0.7303,0.0,0.7303,114.1332,0.0,0,0.0,0,0,0.0,0.0,0.0,146.06,0.0,0.0,1.0,1,0.3042916666666667
159,OV_1,MAIN_1,9628,40.117,9614,0,0,14,14,0.15,552.2696999617772,39.9943,553.2310999615358,39.9945,40.0583,0.9614,0.0,0.9614,153.2311,0.0,0,0.0,0,0,0.0,0.0,0.0,192.56,0.0,0.0,0.9985459077690071,1,0.40116666666666667
159,OV_2,MAIN_2,7166,29.858,7163,3,0,0,3,0.04,414.4667999712665,30.0149,415.1830999710867,30.0147,29.8458,0.7163,0.0,0.7163,115.1831,0.0,0,0.0,0,0,0.0,0.0,0.0,143.32,0.0,0.0,0.999581356405247,1,0.2985833333333333
159,OV_3,MAIN_3,7206,30.025,7197,0,3,6,9,0.12,414.1331999713502,29.9908,414.8528999711696,29.9908,29.9875,0.7197,0.0,0.7197,114.8529,0.0,0,0.0,0,0,0.0,0.0,0.0,144.12,0.0,0.0,0.9987510407993339,1,0.30025
160,OV_1,MAIN_1,9576,39.9,9565,7,0,4,11,0.11,553.2310999615358,39.9945,554.1875999612957,39.9945,39.8542,0.9565,0.0,0.9565,154.1876,0.0,0,0.0,0,0,0.0,0.0,0.0,191.52,0.0,0.0,0.9988512949039264,1,0.399
160,OV_2,MAIN_2,7151,29.796,7127,20,4,0,24,0.34,415.1830999710867,30.0147,415.8957999709078,30.0142,29.6958,0.7127,0.0,0.7127,115.8958,0.0,0,0.0,0,0,0.0,0.0,0.0,143.02,0.0,0.0,0.9966438260383164,1,0.2979583333333333
160,OV_3,MAIN_3,7273,30.304,7249,0,13,11,24,0.33,414.8528999711696,29.9908,415.5777999709876,29.9913,30.2042,0.7249,0.0,0.7249,115.5778,0.0,0,0.0,0,0,0.0,0.0,0.0,145.46,0.0,0.0,0.9967001237453595,1,0.30304166666666665
161,OV_1,MAIN_1,9633,40.137,9632,0,1,0,1,0.01,554.1875999612957,39.9945,555.150799961054,39.9948,40.1333,0.9632,0.0,0.9632,155.1508,0.0,0,0.0,0,0,0.0,0.0,0.0,192.66,0.0,0.0,0.999896190179591,1,0.401375
161,OV_2,MAIN_2,7234,30.142,7194,0,4,36,40,0.55,415.8957999709078,30.0142,416.6151999707272,30.0143,29.975,0.7194,0.0,0.7194,116.6152,0.0,0,0.0,0,0,0.0,0.0,0.0,144.68,0.0,0.0,0.9944705557091512,1,0.30141666666666667
161,OV_3,MAIN_3,7133,29.721,7127,0,3,3,6,0.08,415.5777999709876,29.9913,416.2904999708087,29.9909,29.6958,0.7127,0.0,0.7127,116.2905,0.0,0,0.0,0,0,0.0,0.0,0.0,142.66,0.0,0.0,0.9991588391980933,1,0.29720833333333335
162,OV_1,MAIN_1,9641,40.171,9614,0,0,27,27,0.28,555.150799961054,39.9948,556.1121999608126,39.995,40.0583,0.9614,0.0,0.9614,156.1122,0.0,0,0.0,0,0,0.0,0.0,0.0,192.82,0.0,0.0,0.9971994606368634,1,0.40170833333333333
162,OV_2,MAIN_2,7241,30.171,7235,2,4,0,6,0.08,416.6151999707272,30.0143,417.3386999705456,30.0146,30.1458,0.7235,0.0,0.7235,117.3387,0.0,0,0.0,0,0,0.0,0.0,0.0,144.82,0.0,0.0,0.9991713851677945,1,0.30170833333333336
162,OV_3,MAIN_3,7118,29.658,7112,0,6,0,6,0.08,416.2904999708087,29.9909,417.00169997063017,29.9904,29.6333,0.7112,0.0,0.7112,117.0017,0.0,0,0.0,0,0,0.0,0.0,0.0,142.36,0.0,0.0,0.9991570665917393,1,0.2965833333333333
163,OV_1,MAIN_1,9427,39.279,9412,15,0,0,15,0.16,556.1121999608126,39.995,557.0533999605764,39.9938,39.2167,0.9412,0.0,0.9412,157.0534,0.0,0,0.0,0,0,0.0,0.0,0.0,188.54,0.0,0.0,0.9984088257133765,1,0.39279166666666665
163,OV_2,MAIN_2,7244,30.183,7227,13,4,0,17,0.23,417.3386999705456,30.0146,418.06139997036416,30.0148,30.1125,0.7227,0.0,0.7227,118.0614,0.0,0,0.0,0,0,0.0,0.0,0.0,144.88,0.0,0.0,0.9976532302595251,1,0.30183333333333334
163,OV_3,MAIN_3,7329,30.538,7322,0,4,3,7,0.1,417.00169997063017,29.9904,417.7338999704464,29.9913,30.5083,0.7322,0.0,0.7322,117.7339,0.0,0,0.0,0,0,0.0,0.0,0.0,146.58,0.0,0.0,0.9990448901623686,1,0.305375
164,OV_1,MAIN_1,9598,39.992,9575,0,0,23,23,0.24,557.0533999605764,39.9938,558.010899960336,39.9938,39.8958,0.9575,0.0,0.9575,158.0109,0.0,0,0.0,0,0,0.0,0.0,0.0,191.96,0.0,0.0,0.9976036674307147,1,0.39991666666666664
164,OV_2,MAIN_2,7179,29.912,7165,14,0,0,14,0.2,418.06139997036416,30.0148,418.7778999701843,30.0147,29.8542,0.7165,0.0,0.7165,118.7779,0.0,0,0.0,0,0,0.0,0.0,0.0,143.58,0.0,0.0,0.9980498676695919,1,0.299125
164,OV_3,MAIN_3,7223,30.096,7210,0,4,9,13,0.18,417.7338999704464,29.9913,418.4548999702654,29.9915,30.0417,0.721,0.0,0.721,118.4549,0.0,0,0.0,0,0,0.0,0.0,0.0,144.46,0.0,0.0,0.9982001938252804,1,0.3009583333333333
165,OV_1,MAIN_1,9628,40.117,9580,0,20,28,48,0.5,558.010899960336,39.9938,558.9688999600955,39.994,39.9167,0.958,0.0,0.958,158.9689,0.0,0,0.0,0,0,0.0,0.0,0.0,192.56,0.0,0.0,0.9950145409223099,1,0.40116666666666667
165,OV_2,MAIN_2,7239,30.162,7222,0,9,8,17,0.23,418.7778999701843,30.0147,419.500099970003,30.015,30.0917,0.7222,0.0,0.7222,119.5001,0.0,0,0.0,0,0,0.0,0.0,0.0,144.78,0.0,0.0,0.9976516093383064,1,0.301625
165,OV_3,MAIN_3,7133,29.721,7091,29,7,6,42,0.59,418.4548999702654,29.9915,419.1639999700874,29.991,29.5458,0.7091,0.0,0.7091,119.164,0.0,0,0.0,0,0,0.0,0.0,0.0,142.66,0.0,0.0,0.9941118743866536,1,0.29720833333333335
166,OV_1,MAIN_1,9767,40.696,9744,23,0,0,23,0.24,558.9688999600955,39.994,559.943299959851,39.9951,40.6,0.9744,0.0,0.9744,159.9433,0.0,0,0.0,0,0,0.0,0.0,0.0,195.34,0.0,0.0,0.9976451315654756,1,0.4069583333333333
166,OV_2,MAIN_2,7158,29.825,7152,5,1,0,6,0.08,419.500099970003,30.015,420.2152999698235,30.0147,29.8,0.7152,0.0,0.7152,120.2153,0.0,0,0.0,0,0,0.0,0.0,0.0,143.16,0.0,0.0,0.9991617770326907,1,0.29825
166,OV_3,MAIN_3,7075,29.479,7073,2,0,0,2,0.03,419.1639999700874,29.991,419.8712999699098,29.9902,29.4708,0.7073,0.0,0.7073,119.8713,0.0,0,0.0,0,0,0.0,0.0,0.0,141.5,0.0,0.0,0.9997173144876325,1,0.2947916666666667
167,OV_1,MAIN_1,9490,39.542,9481,9,0,0,9,0.09,559.943299959851,39.9951,560.891399959613,39.9943,39.5042,0.9481,0.0,0.9481,160.8914,0.0,0,0.0,0,0,0.0,0.0,0.0,189.8,0.0,0.0,0.9990516332982087,1,0.3954166666666667
167,OV_2,MAIN_2,7197,29.988,7195,0,2,0,2,0.03,420.2152999698235,30.0147,420.9347999696429,30.0147,29.9792,0.7195,0.0,0.7195,120.9348,0.0,0,0.0,0,0,0.0,0.0,0.0,143.94,0.0,0.0,0.9997221064332361,1,0.299875
167,OV_3,MAIN_3,7313,30.471,7307,0,0,6,6,0.08,419.8712999699098,29.9902,420.6019999697264,29.991,30.4458,0.7307,0.0,0.7307,120.602,0.0,0,0.0,0,0,0.0,0.0,0.0,146.26,0.0,0.0,0.999179543279092,1,0.30470833333333336
168,OV_1,MAIN_1,9657,40.237,9629,26,0,2,28,0.29,560.891399959613,39.9943,561.8542999593712,39.9947,40.1208,0.9629,0.0,0.9629,161.8543,0.0,0,0.0,0,0,0.0,0.0,0.0,193.14,0.0,0.0,0.9971005488246868,1,0.402375
168,OV_2,MAIN_2,7207,30.029,7207,0,0,0,0,0.0,420.9347999696429,30.0147,421.655499969462,30.0149,30.0292,0.7207,0.0,0.7207,121.6555,0.0,0,0.0,0,0,0.0,0.0,0.0,144.14,0.0,0.0,1.0,1,0.3002916666666667
168,OV_3,MAIN_3,7136,29.733,7094,41,0,1,42,0.59,420.6019999697264,29.991,421.3113999695484,29.9904,29.5583,0.7094,0.0,0.7094,121.3114,0.0,0,0.0,0,0,0.0,0.0,0.0,142.72,0.0,0.0,0.9941143497757847,1,0.29733333333333334
169,OV_1,MAIN_1,9530,39.708,9514,0,0,16,16,0.17,561.8542999593712,39.9947,562.8056999591324,39.9942,39.6417,0.9514,0.0,0.9514,162.8057,0.0,0,0.0,0,0,0.0,0.0,0.0,190.6,0.0,0.0,0.998321091290661,1,0.39708333333333334
169,OV_2,MAIN_2,7096,29.567,7076,0,0,20,20,0.28,421.655499969462,30.0149,422.3630999692844,30.0141,29.4833,0.7076,0.0,0.7076,122.3631,0.0,0,0.0,0,0,0.0,0.0,0.0,141.92000000000002,0.0,0.0,0.9971815107102593,1,0.2956666666666667
169,OV_3,MAIN_3,7374,30.725,7366,2,0,6,8,0.11,421.3113999695484,29.9904,422.04799996936345,29.9917,30.6917,0.7366,0.0,0.7366,122.048,0.0,0,0.0,0,0,0.0,0.0,0.0,147.48,0.0,0.0,0.9989151071331706,1,0.30725
170,OV_1,MAIN_1,9661,40.254,9628,0,0,33,33,0.34,562.8056999591324,39.9942,563.7684999588907,39.9946,40.1167,0.9628,0.0,0.9628,163.7685,0.0,0,0.0,0,0,0.0,0.0,0.0,193.22,0.0,0.0,0.9965842045336921,1,0.4025416666666667
170,OV_2,MAIN_2,7159,29.829,7154,0,0,5,5,0.07,422.3630999692844,30.0141,423.0784999691048,30.0138,29.8083,0.7154,0.0,0.7154,123.0785,0.0,0,0.0,0,0,0.0,0.0,0.0,143.18,0.0,0.0,0.999301578432742,1,0.2982916666666667
170,OV_3,MAIN_3,7180,29.917,7160,0,0,20,20,0.28,422.04799996936345,29.9917,422.7639999691837,29.9915,29.8333,0.716,0.0,0.716,122.764,0.0,0,0.0,0,0,0.0,0.0,0.0,143.6,0.0,0.0,0.9972144846796658,1,0.2991666666666667
171,OV_1,MAIN_1,9626,40.108,9626,0,0,0,0,0.0,563.7684999588907,39.9946,564.7310999586491,39.9949,40.1083,0.9626,0.0,0.9626,164.7311,0.0,0,0.0,0,0,0.0,0.0,0.0,192.52,0.0,0.0,1.0,1,0.40108333333333335
171,OV_2,MAIN_2,7141,29.754,7121,2,0,18,20,0.28,423.0784999691048,30.0138,423.790599968926,30.0133,29.6708,0.7121,0.0,0.7121,123.7906,0.0,0,0.0,0,0,0.0,0.0,0.0,142.82,0.0,0.0,0.9971992718106708,1,0.29754166666666665
171,OV_3,MAIN_3,7233,30.137,7224,9,0,0,9,0.12,422.7639999691837,29.9915,423.4863999690024,29.9918,30.1,0.7224,0.0,0.7224,123.4864,0.0,0,0.0,0,0,0.0,0.0,0.0,144.66,0.0,0.0,0.9987557030277893,1,0.301375
172,OV_1,MAIN_1,9719,40.496,9709,0,10,0,10,0.1,564.7310999586491,39.9949,565.7019999584054,39.9958,40.4542,0.9709,0.0,0.9709,165.702,0.0,0,0.0,0,0,0.0,0.0,0.0,194.38,0.0,0.0,0.9989710875604486,1,0.4049583333333333
172,OV_2,MAIN_2,7107,29.613,7088,13,6,0,19,0.27,423.790599968926,30.0133,424.4993999687481,30.0126,29.5333,0.7088,0.0,0.7088,124.4994,0.0,0,0.0,0,0,0.0,0.0,0.0,142.14,0.0,0.0,0.9973265794287323,1,0.296125
172,OV_3,MAIN_3,7174,29.892,7174,0,0,0,0,0.0,423.4863999690024,29.9918,424.2037999688223,29.9917,29.8917,0.7174,0.0,0.7174,124.2038,0.0,0,0.0,0,0,0.0,0.0,0.0,143.48,0.0,0.0,1.0,1,0.29891666666666666
173,OV_1,MAIN_1,9572,39.883,9546,19,7,0,26,0.27,565.7019999584054,39.9958,566.6565999581658,39.9956,39.775,0.9546,0.0,0.9546,166.6566,0.0,0,0.0,0,0,0.0,0.0,0.0,191.44,0.0,0.0,0.9972837442540744,1,0.3988333333333333
173,OV_2,MAIN_2,7180,29.917,7160,0,17,3,20,0.28,424.4993999687481,30.0126,425.2153999685684,30.0124,29.8333,0.716,0.0,0.716,125.2154,0.0,0,0.0,0,0,0.0,0.0,0.0,143.6,0.0,0.0,0.9972144846796658,1,0.2991666666666667
173,OV_3,MAIN_3,7248,30.2,7223,11,1,13,25,0.34,424.2037999688223,29.9917,424.926099968641,29.992,30.0958,0.7223,0.0,0.7223,124.9261,0.0,0,0.0,0,0,0.0,0.0,0.0,144.96,0.0,0.0,0.9965507726269316,1,0.302
174,OV_1,MAIN_1,9599,39.996,9588,11,0,0,11,0.11,566.6565999581658,39.9956,567.6153999579251,39.9956,39.95,0.9588,0.0,0.9588,167.6154,0.0,0,0.0,0,0,0.0,0.0,0.0,191.98,0.0,0.0,0.9988540472965934,1,0.39995833333333336
174,OV_2,MAIN_2,7234,30.142,7228,1,0,5,6,0.08,425.2153999685684,30.0124,425.9381999683869,30.0126,30.1167,0.7228,0.0,0.7228,125.9382,0.0,0,0.0,0,0,0.0,0.0,0.0,144.68,0.0,0.0,0.9991705833563727,1,0.30141666666666667
174,OV_3,MAIN_3,7167,29.862,7164,0,3,0,3,0.04,424.926099968641,29.992,425.6424999684612,29.9918,29.85,0.7164,0.0,0.7164,125.6425,0.0,0,0.0,0,0,0.0,0.0,0.0,143.34,0.0,0.0,0.9995814148179154,1,0.298625
175,OV_1,MAIN_1,9541,39.754,9537,0,4,0,4,0.04,567.6153999579251,39.9956,568.5690999576857,39.9952,39.7375,0.9537,0.0,0.9537,168.5691,0.0,0,0.0,0,0,0.0,0.0,0.0,190.82,0.0,0.0,0.999580756734095,1,0.3975416666666667
175,OV_2,MAIN_2,7333,30.554,7329,0,4,0,4,0.05,425.9381999683869,30.0126,426.67109996820295,30.0136,30.5375,0.7329,0.0,0.7329,126.6711,0.0,0,0.0,0,0,0.0,0.0,0.0,146.66,0.0,0.0,0.99945452066003,1,0.30554166666666666
175,OV_3,MAIN_3,7126,29.692,7118,0,0,8,8,0.11,425.6424999684612,29.9918,426.3542999682825,29.9913,29.6583,0.7118,0.0,0.7118,126.3543,0.0,0,0.0,0,0,0.0,0.0,0.0,142.52,0.0,0.0,0.9988773505472917,1,0.29691666666666666
176,OV_1,MAIN_1,9644,40.183,9622,12,0,10,22,0.23,568.5690999576857,39.9952,569.5312999574442,39.9954,40.0917,0.9622,0.0,0.9622,169.5313,0.0,0,0.0,0,0,0.0,0.0,0.0,192.88,0.0,0.0,0.9977187888842803,1,0.4018333333333333
176,OV_2,MAIN_2,7257,30.238,7241,0,0,16,16,0.22,426.67109996820295,30.0136,427.3951999680212,30.0139,30.1708,0.7241,0.0,0.7241,127.3952,0.0,0,0.0,0,0,0.0,0.0,0.0,145.14,0.0,0.0,0.9977952321896101,1,0.302375
176,OV_3,MAIN_3,7099,29.579,7099,0,0,0,0,0.0,426.3542999682825,29.9913,427.0641999681043,29.9907,29.5792,0.7099,0.0,0.7099,127.0642,0.0,0,0.0,0,0,0.0,0.0,0.0,141.98,0.0,0.0,1.0,1,0.2957916666666667
177,OV_1,MAIN_1,9495,39.562,9454,0,14,27,41,0.43,569.5312999574442,39.9954,570.4766999572068,39.9946,39.3917,0.9454,0.0,0.9454,170.4767,0.0,0,0.0,0,0,0.0,0.0,0.0,189.9,0.0,0.0,0.9956819378620326,1,0.395625
177,OV_2,MAIN_2,7316,30.483,7285,11,10,10,31,0.42,427.3951999680212,30.0139,428.1236999678383,30.0146,30.3542,0.7285,0.0,0.7285,128.1237,0.0,0,0.0,0,0,0.0,0.0,0.0,146.32,0.0,0.0,0.9957627118644068,1,0.30483333333333335
177,OV_3,MAIN_3,7189,29.954,7180,9,0,0,9,0.13,427.0641999681043,29.9907,427.782199967924,29.9907,29.9167,0.718,0.0,0.718,127.7822,0.0,0,0.0,0,0,0.0,0.0,0.0,143.78,0.0,0.0,0.9987480873556823,1,0.29954166666666665
178,OV_1,MAIN_1,9637,40.154,9622,0,0,15,15,0.16,570.4766999572068,39.9946,571.4388999569653,39.995,40.0917,0.9622,0.0,0.9622,171.4389,0.0,0,0.0,0,0,0.0,0.0,0.0,192.74,0.0,0.0,0.998443499014216,1,0.4015416666666667
178,OV_2,MAIN_2,7116,29.65,7116,0,0,0,0,0.0,428.1236999678383,30.0146,428.8352999676597,30.0142,29.65,0.7116,0.0,0.7116,128.8353,0.0,0,0.0,0,0,0.0,0.0,0.0,142.32,0.0,0.0,1.0,1,0.2965
178,OV_3,MAIN_3,7247,30.196,7183,18,19,27,64,0.88,427.782199967924,29.9907,428.5004999677437,29.9908,29.9292,0.7183,0.0,0.7183,128.5005,0.0,0,0.0,0,0,0.0,0.0,0.0,144.94,0.0,0.0,0.9911687594866841,1,0.30195833333333333
179,OV_1,MAIN_1,9608,40.033,9583,0,10,15,25,0.26,571.4388999569653,39.995,572.3971999567248,39.9951,39.9292,0.9583,0.0,0.9583,172.3972,0.0,0,0.0,0,0,0.0,0.0,0.0,192.16,0.0,0.0,0.9973980016652789,1,0.4003333333333333
179,OV_2,MAIN_2,7236,30.15,7213,7,0,16,23,0.32,428.8352999676597,30.0142,429.5565999674786,30.0144,30.0542,0.7213,0.0,0.7213,129.5566,0.0,0,0.0,0,0,0.0,0.0,0.0,144.72,0.0,0.0,0.9968214483139857,1,0.3015
179,OV_3,MAIN_3,7156,29.817,7147,0,9,0,9,0.13,428.5004999677437,29.9908,429.21519996756433,29.9905,29.7792,0.7147,0.0,0.7147,129.2152,0.0,0,0.0,0,0,0.0,0.0,0.0,143.12,0.0,0.0,0.9987423141419788,1,0.2981666666666667
180,OV_1,MAIN_1,9679,40.329,9672,0,7,0,7,0.07,572.3971999567248,39.9951,573.364399956482,39.9956,40.3,0.9672,0.0,0.9672,173.3644,0.0,0,0.0,0,0,0.0,0.0,0.0,193.58,0.0,0.0,0.9992767847918174,1,0.40329166666666666
180,OV_2,MAIN_2,7092,29.55,7092,0,0,0,0,0.0,429.5565999674786,30.0144,430.2657999673006,30.0136,29.55,0.7092,0.0,0.7092,130.2658,0.0,0,0.0,0,0,0.0,0.0,0.0,141.84,0.0,0.0,1.0,1,0.2955
180,OV_3,MAIN_3,7229,30.121,7217,12,0,0,12,0.17,429.21519996756433,29.9905,429.9368999673832,29.9907,30.0708,0.7217,0.0,0.7217,129.9369,0.0,0,0.0,0,0,0.0,0.0,0.0,144.58,0.0,0.0,0.9983400193664407,1,0.30120833333333336
181,OV_1,MAIN_1,9530,39.708,9522,7,1,0,8,0.08,573.364399956482,39.9956,574.316599956243,39.9952,39.675,0.9522,0.0,0.9522,174.3166,0.0,0,0.0,0,0,0.0,0.0,0.0,190.6,0.0,0.0,0.9991605456453305,1,0.39708333333333334
181,OV_2,MAIN_2,7206,30.025,7204,0,0,2,2,0.03,430.2657999673006,30.0136,430.9861999671198,30.0137,30.0167,0.7204,0.0,0.7204,130.9862,0.0,0,0.0,0,0,0.0,0.0,0.0,144.12,0.0,0.0,0.9997224535109631,1,0.30025
181,OV_3,MAIN_3,7264,30.267,7258,0,6,0,6,0.08,429.9368999673832,29.9907,430.662699967201,29.9912,30.2417,0.7258,0.0,0.7258,130.6627,0.0,0,0.0,0,0,0.0,0.0,0.0,145.28,0.0,0.0,0.9991740088105727,1,0.30266666666666664
182,OV_1,MAIN_1,9566,39.858,9555,0,0,11,11,0.11,574.316599956243,39.9952,575.2720999560031,39.995,39.8125,0.9555,0.0,0.9555,175.2721,0.0,0,0.0,0,0,0.0,0.0,0.0,191.32,0.0,0.0,0.9988500940832113,1,0.39858333333333335
182,OV_2,MAIN_2,7277,30.321,7264,0,1,12,13,0.18,430.9861999671198,30.0137,431.71259996693743,30.0142,30.2667,0.7264,0.0,0.7264,131.7126,0.0,0,0.0,0,0,0.0,0.0,0.0,145.54,0.0,0.0,0.9982135495396455,1,0.30320833333333336
182,OV_3,MAIN_3,7157,29.821,7133,0,9,15,24,0.34,430.662699967201,29.9912,431.3759999670219,29.9908,29.7208,0.7133,0.0,0.7133,131.376,0.0,0,0.0,0,0,0.0,0.0,0.0,143.14,0.0,0.0,0.9966466396534861,1,0.29820833333333335
183,OV_1,MAIN_1,9623,40.096,9618,0,0,5,5,0.05,575.2720999560031,39.995,576.2338999557617,39.9951,40.075,0.9618,0.0,0.9618,176.2339,0.0,0,0.0,0,0,0.0,0.0,0.0,192.46,0.0,0.0,0.9994804115140808,1,0.40095833333333336
183,OV_2,MAIN_2,7204,30.017,7204,0,0,0,0,0.0,431.71259996693743,30.0142,432.4329999667566,30.0142,30.0167,0.7204,0.0,0.7204,132.433,0.0,0,0.0,0,0,0.0,0.0,0.0,144.08,0.0,0.0,1.0,1,0.3001666666666667
183,OV_3,MAIN_3,7173,29.887,7173,0,0,0,0,0.0,431.3759999670219,29.9908,432.0932999668418,29.9906,29.8875,0.7173,0.0,0.7173,132.0933,0.0,0,0.0,0,0,0.0,0.0,0.0,143.46,0.0,0.0,1.0,1,0.298875
184,OV_1,MAIN_1,9525,39.688,9468,0,10,47,57,0.6,576.2338999557617,39.9951,577.180699955524,39.9945,39.45,0.9468,0.0,0.9468,177.1807,0.0,0,0.0,0,0,0.0,0.0,0.0,190.5,0.0,0.0,0.9940157480314961,1,0.396875
184,OV_2,MAIN_2,7202,30.008,7176,0,1,25,26,0.36,432.4329999667566,30.0142,433.15059996657646,30.0142,29.9,0.7176,0.0,0.7176,133.1506,0.0,0,0.0,0,0,0.0,0.0,0.0,144.04,0.0,0.0,0.9963898916967509,1,0.3000833333333333
184,OV_3,MAIN_3,7273,30.304,7260,11,0,2,13,0.18,432.0932999668418,29.9906,432.8192999666596,29.9913,30.25,0.726,0.0,0.726,132.8193,0.0,0,0.0,0,0,0.0,0.0,0.0,145.46,0.0,0.0,0.9982125670287364,1,0.30304166666666665
185,OV_1,MAIN_1,9620,40.083,9593,2,0,25,27,0.28,577.180699955524,39.9945,578.1399999552832,39.9946,39.9708,0.9593,0.0,0.9593,178.14,0.0,0,0.0,0,0,0.0,0.0,0.0,192.4,0.0,0.0,0.9971933471933472,1,0.4008333333333333
185,OV_2,MAIN_2,7304,30.433,7300,0,0,4,4,0.05,433.15059996657646,30.0142,433.8805999663932,30.015,30.4167,0.73,0.0,0.73,133.8806,0.0,0,0.0,0,0,0.0,0.0,0.0,146.08,0.0,0.0,0.9994523548740416,1,0.30433333333333334
185,OV_3,MAIN_3,7076,29.483,7040,17,0,19,36,0.51,432.8192999666596,29.9913,433.5232999664829,29.9903,29.3333,0.704,0.0,0.704,133.5233,0.0,0,0.0,0,0,0.0,0.0,0.0,141.52,0.0,0.0,0.994912379875636,1,0.29483333333333334
186,OV_1,MAIN_1,9626,40.108,9602,3,0,21,24,0.25,578.1399999552832,39.9946,579.1001999550422,39.9948,40.0083,0.9602,0.0,0.9602,179.1002,0.0,0,0.0,0,0,0.0,0.0,0.0,192.52,0.0,0.0,0.9975067525451901,1,0.40108333333333335
186,OV_2,MAIN_2,7195,29.979,7176,4,0,15,19,0.26,433.8805999663932,30.015,434.5981999662131,30.015,29.9,0.7176,0.0,0.7176,134.5982,0.0,0,0.0,0,0,0.0,0.0,0.0,143.9,0.0,0.0,0.997359277275886,1,0.2997916666666667
186,OV_3,MAIN_3,7179,29.912,7174,0,0,5,5,0.07,433.5232999664829,29.9903,434.2406999663028,29.9903,29.8917,0.7174,0.0,0.7174,134.2407,0.0,0,0.0,0,0,0.0,0.0,0.0,143.58,0.0,0.0,0.9993035241677114,1,0.299125
187,OV_1,MAIN_1,9457,39.404,9456,0,1,0,1,0.01,579.1001999550422,39.9948,580.0457999548048,39.9939,39.4,0.9456,0.0,0.9456,180.0458,0.0,0,0.0,0,0,0.0,0.0,0.0,189.14,0.0,0.0,0.9998942582214233,1,0.3940416666666667
187,OV_2,MAIN_2,7362,30.675,7349,0,2,11,13,0.18,434.5981999662131,30.015,435.3330999660286,30.016,30.6208,0.7349,0.0,0.7349,135.3331,0.0,0,0.0,0,0,0.0,0.0,0.0,147.24,0.0,0.0,0.9982341754957892,1,0.30675
187,OV_3,MAIN_3,7181,29.921,7168,13,0,0,13,0.18,434.2406999663028,29.9903,434.9574999661229,29.9901,29.8667,0.7168,0.0,0.7168,134.9575,0.0,0,0.0,0,0,0.0,0.0,0.0,143.62,0.0,0.0,0.9981896671772733,1,0.29920833333333335
