epoch,node,main,assigned_slots,share_assigned_slots,ok,skipped,invalid,delayed,bad_slots_abs,bad_slots_pct_node,effective_stake,stake_share_pct,effective_stake_next,stake_share_next_pct,delivered_slots_share_pct,coinbase_epoch_tkg,fees_epoch_tkr_at_main,reward_epoch_total_value_tkg_only,coinbase_cum_tkg,fees_cum_tkr_at_main,penalty_slots_residual,penalty_score,forced_invalid_slots_planned,forced_invalid_slots_realized,forced_invalid_share_pct_of_invalid,penalty_gained,penalty_recovery,penalty_tol,residual_prev_dbg,residual_next_dbg,ok_rate,scenario,assigned_share
124,OV_1,MAIN_1,9613,40.054,9572,27,14,0,41,0.43,518.8063999701772,39.9997,519.7635999699369,39.9998,39.8833,0.9572,0.0,0.9572,119.7636,0.0,0,0.0,0,0,0.0,0.0,0.0,192.26,0.0,0.0,0.9957349422656819,1,0.4005416666666667
124,OV_2,MAIN_2,7252,30.217,7237,8,7,0,15,0.21,389.2189999776042,30.0086,389.94269997742254,30.009,30.1542,0.7237,0.0,0.7237,89.9427,0.0,0,0.0,0,0,0.0,0.0,0.0,145.04,0.0,0.0,0.9979316050744622,1,0.30216666666666664
124,OV_3,MAIN_3,7135,29.729,7102,9,0,24,33,0.46,389.000599977659,29.9917,389.7107999774808,29.9912,29.5917,0.7102,0.0,0.7102,89.7108,0.0,0,0.0,0,0,0.0,0.0,0.0,142.70000000000002,0.0,0.0,0.9953749124036441,1,0.2972916666666667
125,OV_1,MAIN_1,9532,39.717,9526,0,6,0,6,0.06,519.7635999699369,39.9998,520.7161999696978,39.9994,39.6917,0.9526,0.0,0.9526,120.7162,0.0,0,0.0,0,0,0.0,0.0,0.0,190.64,0.0,0.0,0.9993705413344524,1,0.39716666666666667
125,OV_2,MAIN_2,7226,30.108,7215,0,11,0,11,0.15,389.94269997742254,30.009,390.6641999772414,30.0093,30.0625,0.7215,0.0,0.7215,90.6642,0.0,0,0.0,0,0,0.0,0.0,0.0,144.52,0.0,0.0,0.9984777193468032,1,0.3010833333333333
125,OV_3,MAIN_3,7242,30.175,7204,10,6,22,38,0.52,389.7107999774808,29.9912,390.4311999772999,29.9914,30.0167,0.7204,0.0,0.7204,90.4312,0.0,0,0.0,0,0,0.0,0.0,0.0,144.84,0.0,0.0,0.9947528307097487,1,0.30175
126,OV_1,MAIN_1,9518,39.658,9518,0,0,0,0,0.0,520.7161999696978,39.9994,521.6679999694588,39.9989,39.6583,0.9518,0.0,0.9518,121.668,0.0,0,0.0,0,0,0.0,0.0,0.0,190.36,0.0,0.0,1.0,1,0.39658333333333334
126,OV_2,MAIN_2,7223,30.096,7181,27,0,15,42,0.58,390.6641999772414,30.0093,391.3822999770612,30.0092,29.9208,0.7181,0.0,0.7181,91.3823,0.0,0,0.0,0,0,0.0,0.0,0.0,144.46,0.0,0.0,0.9941852415893673,1,0.3009583333333333
126,OV_3,MAIN_3,7259,30.246,7248,0,1,10,11,0.15,390.4311999772999,29.9914,391.155999977118,29.9919,30.2,0.7248,0.0,0.7248,91.156,0.0,0,0.0,0,0,0.0,0.0,0.0,145.18,0.0,0.0,0.9984846397575423,1,0.30245833333333333
127,OV_1,MAIN_1,9572,39.883,9559,11,1,1,13,0.14,521.6679999694588,39.9989,522.6238999692189,39.9986,39.8292,0.9559,0.0,0.9559,122.6239,0.0,0,0.0,0,0,0.0,0.0,0.0,191.44,0.0,0.0,0.9986418721270371,1,0.3988333333333333
127,OV_2,MAIN_2,7259,30.246,7258,1,0,0,1,0.01,391.3822999770612,30.0092,392.108099976879,30.0097,30.2417,0.7258,0.0,0.7258,92.1081,0.0,0,0.0,0,0,0.0,0.0,0.0,145.18,0.0,0.0,0.9998622399779584,1,0.30245833333333333
127,OV_3,MAIN_3,7169,29.871,7162,3,4,0,7,0.1,391.155999977118,29.9919,391.8721999769382,29.9917,29.8417,0.7162,0.0,0.7162,91.8722,0.0,0,0.0,0,0,0.0,0.0,0.0,143.38,0.0,0.0,0.9990235737201841,1,0.29870833333333335
128,OV_1,MAIN_1,9474,39.475,9463,0,11,0,11,0.12,522.6238999692189,39.9986,523.5701999689813,39.9977,39.4292,0.9463,0.0,0.9463,123.5702,0.0,0,0.0,0,0,0.0,0.0,0.0,189.48,0.0,0.0,0.9988389275913026,1,0.39475
128,OV_2,MAIN_2,7267,30.279,7246,10,11,0,21,0.29,392.108099976879,30.0097,392.8326999766971,30.0101,30.1917,0.7246,0.0,0.7246,92.8327,0.0,0,0.0,0,0,0.0,0.0,0.0,145.34,0.0,0.0,0.9971102243016375,1,0.3027916666666667
128,OV_3,MAIN_3,7259,30.246,7252,5,2,0,7,0.1,391.8721999769382,29.9917,392.59739997675615,29.9922,30.2167,0.7252,0.0,0.7252,92.5974,0.0,0,0.0,0,0,0.0,0.0,0.0,145.18,0.0,0.0,0.9990356798457087,1,0.30245833333333333
129,OV_1,MAIN_1,9618,40.075,9609,0,4,5,9,0.09,523.5701999689813,39.9977,524.5310999687401,39.9979,40.0375,0.9609,0.0,0.9609,124.5311,0.0,0,0.0,0,0,0.0,0.0,0.0,192.36,0.0,0.0,0.9990642545227698,1,0.40075
129,OV_2,MAIN_2,7167,29.862,7167,0,0,0,0,0.0,392.8326999766971,30.0101,393.5493999765172,30.0099,29.8625,0.7167,0.0,0.7167,93.5494,0.0,0,0.0,0,0,0.0,0.0,0.0,143.34,0.0,0.0,1.0,1,0.298625
129,OV_3,MAIN_3,7215,30.062,7196,16,0,3,19,0.26,392.59739997675615,29.9922,393.3169999765755,29.9922,29.9833,0.7196,0.0,0.7196,93.317,0.0,0,0.0,0,0,0.0,0.0,0.0,144.3,0.0,0.0,0.9973665973665974,1,0.300625
130,OV_1,MAIN_1,9625,40.104,9603,17,5,0,22,0.23,524.5310999687401,39.9979,525.4913999684991,39.9981,40.0125,0.9603,0.0,0.9603,125.4914,0.0,0,0.0,0,0,0.0,0.0,0.0,192.5,0.0,0.0,0.9977142857142857,1,0.4010416666666667
130,OV_2,MAIN_2,7228,30.117,7208,11,9,0,20,0.28,393.5493999765172,30.0099,394.2701999763362,30.0102,30.0333,0.7208,0.0,0.7208,94.2702,0.0,0,0.0,0,0,0.0,0.0,0.0,144.56,0.0,0.0,0.9972329828444937,1,0.3011666666666667
130,OV_3,MAIN_3,7147,29.779,7107,8,8,24,40,0.56,393.3169999765755,29.9922,394.0276999763971,29.9917,29.6125,0.7107,0.0,0.7107,94.0277,0.0,0,0.0,0,0,0.0,0.0,0.0,142.94,0.0,0.0,0.994403246117252,1,0.2977916666666667
131,OV_1,MAIN_1,9589,39.954,9577,0,12,0,12,0.13,525.4913999684991,39.9981,526.4490999682587,39.9981,39.9042,0.9577,0.0,0.9577,126.4491,0.0,0,0.0,0,0,0.0,0.0,0.0,191.78,0.0,0.0,0.9987485660652832,1,0.3995416666666667
131,OV_2,MAIN_2,7319,30.496,7314,5,0,0,5,0.07,394.2701999763362,30.0102,395.0015999761527,30.0111,30.475,0.7314,0.0,0.7314,95.0016,0.0,0,0.0,0,0,0.0,0.0,0.0,146.38,0.0,0.0,0.9993168465637382,1,0.30495833333333333
131,OV_3,MAIN_3,7092,29.55,7084,0,8,0,8,0.11,394.0276999763971,29.9917,394.7360999762193,29.9909,29.5167,0.7084,0.0,0.7084,94.7361,0.0,0,0.0,0,0,0.0,0.0,0.0,141.84,0.0,0.0,0.9988719684151156,1,0.2955
132,OV_1,MAIN_1,9322,38.842,9314,0,8,0,8,0.09,526.4490999682587,39.9981,527.3804999680249,39.9961,38.8083,0.9314,0.0,0.9314,127.3805,0.0,0,0.0,0,0,0.0,0.0,0.0,186.44,0.0,0.0,0.9991418150611456,1,0.3884166666666667
132,OV_2,MAIN_2,7332,30.55,7275,39,14,4,57,0.78,395.0015999761527,30.0111,395.72909997597,30.0118,30.3125,0.7275,0.0,0.7275,95.7291,0.0,0,0.0,0,0,0.0,0.0,0.0,146.64,0.0,0.0,0.9922258592471358,1,0.3055
132,OV_3,MAIN_3,7346,30.608,7344,1,1,0,2,0.03,394.7360999762193,29.9909,395.4704999760349,29.9921,30.6,0.7344,0.0,0.7344,95.4705,0.0,0,0.0,0,0,0.0,0.0,0.0,146.92000000000002,0.0,0.0,0.9997277429893819,1,0.3060833333333333
133,OV_1,MAIN_1,9706,40.442,9678,0,5,23,28,0.29,527.3804999680249,39.9961,528.3482999677819,39.9968,40.325,0.9678,0.0,0.9678,128.3483,0.0,0,0.0,0,0,0.0,0.0,0.0,194.12,0.0,0.0,0.9971151864825881,1,0.40441666666666665
133,OV_2,MAIN_2,7166,29.858,7164,0,0,2,2,0.03,395.72909997597,30.0118,396.4454999757902,30.0115,29.85,0.7164,0.0,0.7164,96.4455,0.0,0,0.0,0,0,0.0,0.0,0.0,143.32,0.0,0.0,0.9997209042701647,1,0.2985833333333333
133,OV_3,MAIN_3,7128,29.7,7128,0,0,0,0,0.0,395.4704999760349,29.9921,396.183299975856,29.9917,29.7,0.7128,0.0,0.7128,96.1833,0.0,0,0.0,0,0,0.0,0.0,0.0,142.56,0.0,0.0,1.0,1,0.297
134,OV_1,MAIN_1,9456,39.4,9410,40,0,6,46,0.49,528.3482999677819,39.9968,529.2892999675457,39.9955,39.2083,0.941,0.0,0.941,129.2893,0.0,0,0.0,0,0,0.0,0.0,0.0,189.12,0.0,0.0,0.9951353637901861,1,0.394
134,OV_2,MAIN_2,7295,30.396,7295,0,0,0,0,0.0,396.4454999757902,30.0115,397.1749999756071,30.0124,30.3958,0.7295,0.0,0.7295,97.175,0.0,0,0.0,0,0,0.0,0.0,0.0,145.9,0.0,0.0,1.0,1,0.30395833333333333
134,OV_3,MAIN_3,7249,30.204,7238,6,0,5,11,0.15,396.183299975856,29.9917,396.9070999756743,29.9921,30.1583,0.7238,0.0,0.7238,96.9071,0.0,0,0.0,0,0,0.0,0.0,0.0,144.98,0.0,0.0,0.9984825493171472,1,0.30204166666666665
135,OV_1,MAIN_1,9647,40.196,9617,0,0,30,30,0.31,529.2892999675457,39.9955,530.2509999673043,39.9958,40.0708,0.9617,0.0,0.9617,130.251,0.0,0,0.0,0,0,0.0,0.0,0.0,192.94,0.0,0.0,0.996890224940396,1,0.4019583333333333
135,OV_2,MAIN_2,7235,30.146,7217,0,0,18,18,0.25,397.1749999756071,30.0124,397.8966999754259,30.0126,30.0708,0.7217,0.0,0.7217,97.8967,0.0,0,0.0,0,0,0.0,0.0,0.0,144.70000000000002,0.0,0.0,0.9975120939875605,1,0.30145833333333333
135,OV_3,MAIN_3,7118,29.658,7109,0,9,0,9,0.13,396.9070999756743,29.9921,397.6179999754959,29.9916,29.6208,0.7109,0.0,0.7109,97.618,0.0,0,0.0,0,0,0.0,0.0,0.0,142.36,0.0,0.0,0.9987355998876088,1,0.2965833333333333
136,OV_1,MAIN_1,9546,39.775,9531,12,3,0,15,0.16,530.2509999673043,39.9958,531.2040999670651,39.9954,39.7125,0.9531,0.0,0.9531,131.2041,0.0,0,0.0,0,0,0.0,0.0,0.0,190.92,0.0,0.0,0.9984286612193589,1,0.39775
136,OV_2,MAIN_2,7306,30.442,7290,16,0,0,16,0.22,397.8966999754259,30.0126,398.6256999752429,30.0133,30.375,0.729,0.0,0.729,98.6257,0.0,0,0.0,0,0,0.0,0.0,0.0,146.12,0.0,0.0,0.9978100191623324,1,0.30441666666666667
136,OV_3,MAIN_3,7148,29.783,7137,3,0,8,11,0.15,397.6179999754959,29.9916,398.3316999753167,29.9912,29.7375,0.7137,0.0,0.7137,98.3317,0.0,0,0.0,0,0,0.0,0.0,0.0,142.96,0.0,0.0,0.9984611080022384,1,0.29783333333333334
137,OV_1,MAIN_1,9544,39.767,9531,0,13,0,13,0.14,531.2040999670651,39.9954,532.1571999668258,39.9951,39.7125,0.9531,0.0,0.9531,132.1572,0.0,0,0.0,0,0,0.0,0.0,0.0,190.88,0.0,0.0,0.9986378876781223,1,0.39766666666666667
137,OV_2,MAIN_2,7303,30.429,7303,0,0,0,0,0.0,398.6256999752429,30.0133,399.3559999750596,30.0142,30.4292,0.7303,0.0,0.7303,99.356,0.0,0,0.0,0,0,0.0,0.0,0.0,146.06,0.0,0.0,1.0,1,0.3042916666666667
137,OV_3,MAIN_3,7153,29.804,7111,23,0,19,42,0.59,398.3316999753167,29.9912,399.0427999751382,29.9907,29.6292,0.7111,0.0,0.7111,99.0428,0.0,0,0.0,0,0,0.0,0.0,0.0,143.06,0.0,0.0,0.9941283377603802,1,0.29804166666666665
138,OV_1,MAIN_1,9559,39.829,9536,0,10,13,23,0.24,532.1571999668258,39.9951,533.1107999665865,39.9948,39.7333,0.9536,0.0,0.9536,133.1108,0.0,0,0.0,0,0,0.0,0.0,0.0,191.18,0.0,0.0,0.9975938905743279,1,0.39829166666666665
138,OV_2,MAIN_2,7243,30.179,7208,14,1,20,35,0.48,399.3559999750596,30.0142,400.07679997487867,30.0144,30.0333,0.7208,0.0,0.7208,100.0768,0.0,0,0.0,0,0,0.0,0.0,0.0,144.86,0.0,0.0,0.9951677481706476,1,0.3017916666666667
138,OV_3,MAIN_3,7198,29.992,7191,0,5,2,7,0.1,399.0427999751382,29.9907,399.7618999749577,29.9908,29.9625,0.7191,0.0,0.7191,99.7619,0.0,0,0.0,0,0,0.0,0.0,0.0,143.96,0.0,0.0,0.9990275076410114,1,0.29991666666666666
139,OV_1,MAIN_1,9696,40.4,9682,0,14,0,14,0.14,533.1107999665865,39.9948,534.0789999663434,39.9956,40.3417,0.9682,0.0,0.9682,134.079,0.0,0,0.0,0,0,0.0,0.0,0.0,193.92,0.0,0.0,0.9985561056105611,1,0.404
139,OV_2,MAIN_2,7189,29.954,7176,0,13,0,13,0.18,400.07679997487867,30.0144,400.79439997469854,30.0143,29.9,0.7176,0.0,0.7176,100.7944,0.0,0,0.0,0,0,0.0,0.0,0.0,143.78,0.0,0.0,0.9981916817359855,1,0.29954166666666665
139,OV_3,MAIN_3,7115,29.646,7097,0,10,8,18,0.25,399.7618999749577,29.9908,400.4715999747796,29.9901,29.5708,0.7097,0.0,0.7097,100.4716,0.0,0,0.0,0,0,0.0,0.0,0.0,142.3,0.0,0.0,0.9974701335207309,1,0.2964583333333333
140,OV_1,MAIN_1,9630,40.125,9623,0,7,0,7,0.07,534.0789999663434,39.9956,535.0412999661019,39.9958,40.0958,0.9623,0.0,0.9623,135.0413,0.0,0,0.0,0,0,0.0,0.0,0.0,192.6,0.0,0.0,0.9992731048805815,1,0.40125
140,OV_2,MAIN_2,7278,30.325,7276,2,0,0,2,0.03,400.79439997469854,30.0143,401.5219999745159,30.0149,30.3167,0.7276,0.0,0.7276,101.522,0.0,0,0.0,0,0,0.0,0.0,0.0,145.56,0.0,0.0,0.9997251992305578,1,0.30325
140,OV_3,MAIN_3,7092,29.55,7074,0,5,13,18,0.25,400.4715999747796,29.9901,401.178999974602,29.9893,29.475,0.7074,0.0,0.7074,101.179,0.0,0,0.0,0,0,0.0,0.0,0.0,141.84,0.0,0.0,0.9974619289340102,1,0.2955
141,OV_1,MAIN_1,9615,40.062,9613,0,2,0,2,0.02,535.0412999661019,39.9958,536.0025999658606,39.9961,40.0542,0.9613,0.0,0.9613,136.0026,0.0,0,0.0,0,0,0.0,0.0,0.0,192.3,0.0,0.0,0.9997919916796671,1,0.400625
141,OV_2,MAIN_2,7100,29.583,7093,7,0,0,7,0.1,401.5219999745159,30.0149,402.2312999743378,30.0142,29.5542,0.7093,0.0,0.7093,102.2313,0.0,0,0.0,0,0,0.0,0.0,0.0,142.0,0.0,0.0,0.9990140845070422,1,0.29583333333333334
141,OV_3,MAIN_3,7285,30.354,7254,26,0,5,31,0.43,401.178999974602,29.9893,401.9043999744199,29.9898,30.225,0.7254,0.0,0.7254,101.9044,0.0,0,0.0,0,0,0.0,0.0,0.0,145.70000000000002,0.0,0.0,0.9957446808510638,1,0.30354166666666665
142,OV_1,MAIN_1,9589,39.954,9581,5,3,0,8,0.08,536.0025999658606,39.9961,536.96069996562,39.9961,39.9208,0.9581,0.0,0.9581,136.9607,0.0,0,0.0,0,0,0.0,0.0,0.0,191.78,0.0,0.0,0.9991657107101888,1,0.3995416666666667
142,OV_2,MAIN_2,7142,29.758,7130,3,4,5,12,0.17,402.2312999743378,30.0142,402.94429997415887,30.0137,29.7083,0.713,0.0,0.713,102.9443,0.0,0,0.0,0,0,0.0,0.0,0.0,142.84,0.0,0.0,0.9983197983758051,1,0.2975833333333333
142,OV_3,MAIN_3,7269,30.288,7248,21,0,0,21,0.29,401.9043999744199,29.9898,402.629199974238,29.9902,30.2,0.7248,0.0,0.7248,102.6292,0.0,0,0.0,0,0,0.0,0.0,0.0,145.38,0.0,0.0,0.9971110193974412,1,0.302875
143,OV_1,MAIN_1,9653,40.221,9612,0,5,36,41,0.42,536.96069996562,39.9961,537.9218999653788,39.9963,40.05,0.9612,0.0,0.9612,137.9219,0.0,0,0.0,0,0,0.0,0.0,0.0,193.06,0.0,0.0,0.995752615767119,1,0.40220833333333333
143,OV_2,MAIN_2,7156,29.817,7151,0,2,3,5,0.07,402.94429997415887,30.0137,403.65939997397936,30.0134,29.7958,0.7151,0.0,0.7151,103.6594,0.0,0,0.0,0,0,0.0,0.0,0.0,143.12,0.0,0.0,0.9993012856344327,1,0.2981666666666667
143,OV_3,MAIN_3,7191,29.962,7182,1,4,4,9,0.13,402.629199974238,29.9902,403.3473999740577,29.9902,29.925,0.7182,0.0,0.7182,103.3474,0.0,0,0.0,0,0,0.0,0.0,0.0,143.82,0.0,0.0,0.9987484355444305,1,0.299625
144,OV_1,MAIN_1,9640,40.167,9624,8,8,0,16,0.17,537.9218999653788,39.9963,538.8842999651372,39.9966,40.1,0.9624,0.0,0.9624,138.8843,0.0,0,0.0,0,0,0.0,0.0,0.0,192.8,0.0,0.0,0.9983402489626556,1,0.40166666666666667
144,OV_2,MAIN_2,7235,30.146,7229,0,6,0,6,0.08,403.65939997397936,30.0134,404.3822999737979,30.0137,30.1208,0.7229,0.0,0.7229,104.3823,0.0,0,0.0,0,0,0.0,0.0,0.0,144.70000000000002,0.0,0.0,0.9991706979958535,1,0.30145833333333333
144,OV_3,MAIN_3,7125,29.688,7112,3,10,0,13,0.18,403.3473999740577,29.9902,404.0585999738792,29.9897,29.6333,0.7112,0.0,0.7112,104.0586,0.0,0,0.0,0,0,0.0,0.0,0.0,142.5,0.0,0.0,0.9981754385964913,1,0.296875
145,OV_1,MAIN_1,9666,40.275,9646,0,20,0,20,0.21,538.8842999651372,39.9966,539.848899964895,39.997,40.1917,0.9646,0.0,0.9646,139.8489,0.0,0,0.0,0,0,0.0,0.0,0.0,193.32,0.0,0.0,0.9979308917856404,1,0.40275
145,OV_2,MAIN_2,7265,30.271,7258,7,0,0,7,0.1,404.3822999737979,30.0137,405.1080999736157,30.0142,30.2417,0.7258,0.0,0.7258,105.1081,0.0,0,0.0,0,0,0.0,0.0,0.0,145.3,0.0,0.0,0.999036476256022,1,0.30270833333333336
145,OV_3,MAIN_3,7069,29.454,7067,0,0,2,2,0.03,404.0585999738792,29.9897,404.76529997370176,29.9888,29.4458,0.7067,0.0,0.7067,104.7653,0.0,0,0.0,0,0,0.0,0.0,0.0,141.38,0.0,0.0,0.9997170745508559,1,0.29454166666666665
146,OV_1,MAIN_1,9613,40.054,9584,12,2,15,29,0.3,539.848899964895,39.997,540.8072999646545,39.9971,39.9333,0.9584,0.0,0.9584,140.8073,0.0,0,0.0,0,0,0.0,0.0,0.0,192.26,0.0,0.0,0.996983251846458,1,0.4005416666666667
146,OV_2,MAIN_2,7169,29.871,7167,0,2,0,2,0.03,405.1080999736157,30.0142,405.8247999734358,30.014,29.8625,0.7167,0.0,0.7167,105.8248,0.0,0,0.0,0,0,0.0,0.0,0.0,143.38,0.0,0.0,0.9997210210629097,1,0.29870833333333335
146,OV_3,MAIN_3,7218,30.075,7191,12,9,6,27,0.37,404.76529997370176,29.9888,405.4843999735213,29.9889,29.9625,0.7191,0.0,0.7191,105.4844,0.0,0,0.0,0,0,0.0,0.0,0.0,144.36,0.0,0.0,0.9962593516209476,1,0.30075
147,OV_1,MAIN_1,9571,39.879,9561,0,0,10,10,0.1,540.8072999646545,39.9971,541.7633999644145,39.9969,39.8375,0.9561,0.0,0.9561,141.7634,0.0,0,0.0,0,0,0.0,0.0,0.0,191.42,0.0,0.0,0.9989551770974819,1,0.39879166666666666
147,OV_2,MAIN_2,7169,29.871,7169,0,0,0,0,0.0,405.8247999734358,30.014,406.5416999732559,30.0139,29.8708,0.7169,0.0,0.7169,106.5417,0.0,0,0.0,0,0,0.0,0.0,0.0,143.38,0.0,0.0,1.0,1,0.29870833333333335
147,OV_3,MAIN_3,7260,30.25,7240,0,4,16,20,0.28,405.4843999735213,29.9889,406.2083999733395,29.9892,30.1667,0.724,0.0,0.724,106.2084,0.0,0,0.0,0,0,0.0,0.0,0.0,145.20000000000002,0.0,0.0,0.9972451790633609,1,0.3025
148,OV_1,MAIN_1,9442,39.342,9426,0,16,0,16,0.17,541.7633999644145,39.9969,542.7059999641779,39.9957,39.275,0.9426,0.0,0.9426,142.706,0.0,0,0.0,0,0,0.0,0.0,0.0,188.84,0.0,0.0,0.9983054437619149,1,0.3934166666666667
148,OV_2,MAIN_2,7365,30.688,7361,3,1,0,4,0.05,406.5416999732559,30.0139,407.2777999730711,30.0151,30.6708,0.7361,0.0,0.7361,107.2778,0.0,0,0.0,0,0,0.0,0.0,0.0,147.3,0.0,0.0,0.9994568906992533,1,0.306875
148,OV_3,MAIN_3,7193,29.971,7175,0,0,18,18,0.25,406.2083999733395,29.9892,406.9258999731594,29.9892,29.8958,0.7175,0.0,0.7175,106.9259,0.0,0,0.0,0,0,0.0,0.0,0.0,143.86,0.0,0.0,0.9974975670791046,1,0.29970833333333335
149,OV_1,MAIN_1,9617,40.071,9588,26,0,3,29,0.3,542.7059999641779,39.9957,543.6647999639372,39.9958,39.95,0.9588,0.0,0.9588,143.6648,0.0,0,0.0,0,0,0.0,0.0,0.0,192.34,0.0,0.0,0.9969845066028907,1,0.40070833333333333
149,OV_2,MAIN_2,7229,30.121,7224,0,5,0,5,0.07,407.2777999730711,30.0151,408.0001999728897,30.0154,30.1,0.7224,0.0,0.7224,108.0002,0.0,0,0.0,0,0,0.0,0.0,0.0,144.58,0.0,0.0,0.9993083414026837,1,0.30120833333333336
149,OV_3,MAIN_3,7154,29.808,7131,10,13,0,23,0.32,406.9258999731594,29.9892,407.6389999729804,29.9888,29.7125,0.7131,0.0,0.7131,107.639,0.0,0,0.0,0,0,0.0,0.0,0.0,143.08,0.0,0.0,0.9967850153760134,1,0.2980833333333333
150,OV_1,MAIN_1,9616,40.067,9599,15,2,0,17,0.18,543.6647999639372,39.9958,544.6246999636962,39.9959,39.9958,0.9599,0.0,0.9599,144.6247,0.0,0,0.0,0,0,0.0,0.0,0.0,192.32,0.0,0.0,0.9982321131447587,1,0.40066666666666667
150,OV_2,MAIN_2,7088,29.533,7088,0,0,0,0,0.0,408.0001999728897,30.0154,408.7089999727118,30.0146,29.5333,0.7088,0.0,0.7088,108.709,0.0,0,0.0,0,0,0.0,0.0,0.0,141.76,0.0,0.0,1.0,1,0.29533333333333334
150,OV_3,MAIN_3,7296,30.4,7296,0,0,0,0,0.0,407.6389999729804,29.9888,408.36859997279726,29.9896,30.4,0.7296,0.0,0.7296,108.3686,0.0,0,0.0,0,0,0.0,0.0,0.0,145.92000000000002,0.0,0.0,1.0,1,0.304
151,OV_1,MAIN_1,9473,39.471,9440,29,0,4,33,0.35,544.6246999636962,39.9959,545.5686999634593,39.9949,39.3333,0.944,0.0,0.944,145.5687,0.0,0,0.0,0,0,0.0,0.0,0.0,189.46,0.0,0.0,0.996516415074422,1,0.3947083333333333
151,OV_2,MAIN_2,7250,30.208,7249,0,1,0,1,0.01,408.7089999727118,30.0146,409.4338999725298,30.015,30.2042,0.7249,0.0,0.7249,109.4339,0.0,0,0.0,0,0,0.0,0.0,0.0,145.0,0.0,0.0,0.9998620689655172,1,0.3020833333333333
151,OV_3,MAIN_3,7277,30.321,7253,0,5,19,24,0.33,408.36859997279726,29.9896,409.0938999726152,29.9901,30.2208,0.7253,0.0,0.7253,109.0939,0.0,0,0.0,0,0,0.0,0.0,0.0,145.54,0.0,0.0,0.9967019376116532,1,0.30320833333333336
152,OV_1,MAIN_1,9513,39.637,9490,0,5,18,23,0.24,545.5686999634593,39.9949,546.517699963221,39.9942,39.5417,0.949,0.0,0.949,146.5177,0.0,0,0.0,0,0,0.0,0.0,0.0,190.26,0.0,0.0,0.9975822558604015,1,0.396375
152,OV_2,MAIN_2,7227,30.112,7211,16,0,0,16,0.22,409.4338999725298,30.015,410.1549999723488,30.0152,30.0458,0.7211,0.0,0.7211,110.155,0.0,0,0.0,0,0,0.0,0.0,0.0,144.54,0.0,0.0,0.9977860799778608,1,0.301125
152,OV_3,MAIN_3,7260,30.25,7247,0,8,5,13,0.18,409.0938999726152,29.9901,409.8185999724333,29.9906,30.1958,0.7247,0.0,0.7247,109.8186,0.0,0,0.0,0,0,0.0,0.0,0.0,145.20000000000002,0.0,0.0,0.9982093663911846,1,0.3025
153,OV_1,MAIN_1,9647,40.196,9635,0,1,11,12,0.12,546.517699963221,39.9942,547.4811999629792,39.9946,40.1458,0.9635,0.0,0.9635,147.4812,0.0,0,0.0,0,0,0.0,0.0,0.0,192.94,0.0,0.0,0.9987560899761584,1,0.4019583333333333
153,OV_2,MAIN_2,7193,29.971,7182,0,10,1,11,0.15,410.1549999723488,30.0152,410.87319997216855,30.0151,29.925,0.7182,0.0,0.7182,110.8732,0.0,0,0.0,0,0,0.0,0.0,0.0,143.86,0.0,0.0,0.9984707354372306,1,0.29970833333333335
153,OV_3,MAIN_3,7160,29.833,7156,0,4,0,4,0.06,409.8185999724333,29.9906,410.5341999722537,29.9903,29.8167,0.7156,0.0,0.7156,110.5342,0.0,0,0.0,0,0,0.0,0.0,0.0,143.20000000000002,0.0,0.0,0.9994413407821229,1,0.29833333333333334
154,OV_1,MAIN_1,9601,40.004,9592,0,0,9,9,0.09,547.4811999629792,39.9946,548.4403999627384,39.9946,39.9667,0.9592,0.0,0.9592,148.4404,0.0,0,0.0,0,0,0.0,0.0,0.0,192.02,0.0,0.0,0.9990625976460785,1,0.4000416666666667
154,OV_2,MAIN_2,7109,29.621,7109,0,0,0,0,0.0,410.87319997216855,30.0151,411.5840999719901,30.0144,29.6208,0.7109,0.0,0.7109,111.5841,0.0,0,0.0,0,0,0.0,0.0,0.0,142.18,0.0,0.0,1.0,1,0.29620833333333335
154,OV_3,MAIN_3,7290,30.375,7290,0,0,0,0,0.0,410.5341999722537,29.9903,411.26319997207065,29.991,30.375,0.729,0.0,0.729,111.2632,0.0,0,0.0,0,0,0.0,0.0,0.0,145.8,0.0,0.0,1.0,1,0.30375
155,OV_1,MAIN_1,9653,40.221,9620,29,0,4,33,0.34,548.4403999627384,39.9946,549.4023999624969,39.9948,40.0833,0.962,0.0,0.962,149.4024,0.0,0,0.0,0,0,0.0,0.0,0.0,193.06,0.0,0.0,0.9965813736662178,1,0.40220833333333333
155,OV_2,MAIN_2,7181,29.921,7181,0,0,0,0,0.0,411.5840999719901,30.0144,412.3021999718098,30.0143,29.9208,0.7181,0.0,0.7181,112.3022,0.0,0,0.0,0,0,0.0,0.0,0.0,143.62,0.0,0.0,1.0,1,0.29920833333333335
155,OV_3,MAIN_3,7166,29.858,7164,0,2,0,2,0.03,411.26319997207065,29.991,411.9795999718908,29.9909,29.85,0.7164,0.0,0.7164,111.9796,0.0,0,0.0,0,0,0.0,0.0,0.0,143.32,0.0,0.0,0.9997209042701647,1,0.2985833333333333
